,0
08500-110,-46.36685
12220-000,-45.85546
04801-000,-46.69814
06763-460,-46.7548
13500-505,-47.56794
12212-000,-45.89838
05204-000,-46.75704
03356-060,-46.54107
08576-000,-46.35452
09910-720,-46.62378
17506-000,-49.9587
17011-066,-49.05543
15055-500,-49.3588
12080-080,-45.54862
11450-210,-46.30055
18110-065,-47.45016
17201-300,-48.56528
14800-390,-48.18037
13411-083,-47.68248
12031-001,-45.57529
08740-310,-46.22075
11701-090,-46.41841
18043-004,-47.47724
04365-001,-46.64453
05521-000,-46.74515
09210-630,-46.53148
09560-200,-46.55151
13170-036,-47.26697
13184-420,-47.21302
04764-001,-46.71454
04685-006,-46.68821
03014-000,-46.60471
04015-001,-46.64328
05076-000,-46.70768
05406-100,-46.67907
01501-050,-46.63454
08011-010,-46.44587
01101-010,-46.63107
13405-218,-47.65383
13486-100,-47.39478
03402-002,-46.53727
02340-000,-46.61681
03632-010,-46.5497
11025-001,-46.29727
13270-100,-46.9955
17050-280,-49.09366
14405-265,-47.41718
02831-000,-46.69142
13106-025,-46.96715
13035-270,-47.06841
17060-330,-49.08122
18609-083,-48.44835
03658-000,-46.50702
12400-010,-45.46231
12327-005,-45.96793
13800-207,-46.97754
13250-290,-46.84027
09710-011,-46.55153
13630-010,-47.42923
12940-800,-46.55498
14160-500,-47.98892
14701-000,-48.48011
19814-000,-50.41259
02010-300,-46.62847
06013-060,-46.7762
02915-100,-46.71064
02033-020,-46.61227
14802-500,-48.17475
03870-100,-46.48028
05508-010,-46.72779
45028-100,-40.82053
13574-031,-47.89592
69078-000,-59.98515
41820-910,-38.45369
65046-660,-44.23931
13480-070,-47.40937
13503-251,-47.57083
17519-000,-49.94214
19020-120,-51.3832
16020-265,-50.44433
12040-000,-45.58298
14802-396,-48.17846
06455-000,-46.85937
06090-020,-46.78712
11040-001,-46.31243
14025-390,-47.80374
02330-001,-46.61681
04165-001,-46.60641
14400-770,-47.39624
40255-370,-38.49464
20270-002,-43.22238
69304-015,-60.69025
48903-580,-40.49917
26210-171,-43.44549
25070-330,-43.30914
25071-182,-43.30259
42827-000,-38.07062
30640-070,-44.0218
36202-360,-43.76978
69906-210,-67.80709
38414-348,-48.32488
32230-020,-44.03734
75020-030,-48.95404
70165-900,-47.86072
76820-340,-63.87249
69088-480,-59.93036
69054-700,-60.00694
79064-060,-54.58745
74303-280,-49.3017
36010-012,-43.34862
69305-098,-60.66571
68509-060,-49.08794
41810-012,-38.44995
14080-530,-47.80402
33120-452,-43.93677
77024-002,-48.33268
72860-445,-47.92129
13025-320,-47.04725
79010-500,-54.61087
78740-126,-54.61626
49035-660,-37.04453
13330-005,-47.21783
11013-190,-46.32513
92020-240,-51.17279
69918-111,-67.79769
09041-321,-46.53069
39690-970,-41.96867
97060-002,-53.80365
32041-770,-44.07987
39401-001,-43.87203
21530-900,-43.34967
86046-000,-51.14743
70074-900,-47.88214
15503-027,-49.97918
13465-350,-47.33322
28010-000,-41.3237
71950-904,-48.02655
70095-900,-47.92909
70331-525,-47.89737
72546-200,-47.99515
16050-500,-50.43995
22431-050,-43.22668
86050-270,-51.16507
84040-150,-50.16254
87015-400,-51.9617
66055-260,-48.47506
70308-000,-47.8843
88015-100,-48.55143
70380-550,-47.92187
72600-300,-48.06674
85801-080,-53.45257
50070-160,-34.89809
68300-970,-51.6432
69918-048,-67.82771
45985-200,-39.75219
86701-010,-51.44149
65903-250,-47.48237
91330-001,-51.16234
90010-260,-51.23216
12245-720,-45.88958
58400-515,-35.89538
01504-000,-46.63985
01012-000,-46.6348
01430-000,-46.67337
01427-002,-46.6719
04738-000,-46.69507
04794-000,-46.70011
30140-150,-43.93629
52060-180,-34.91035
48005-470,-38.42486
58400-468,-35.89237
56330-290,-40.49611
64049-370,-42.79088
68908-350,-51.05648
30140-082,-43.93989
80730-350,-49.29871
70048-900,-47.90164
70095-901,-47.92909
70042-900,-47.92909
30160-017,-43.93857
79020-230,-54.59787
88330-050,-48.63474
74180-040,-49.26424
69057-010,-60.01611
25620-003,-43.17744
36025-290,-43.35739
25255-030,-43.28247
90560-005,-51.21303
99010-031,-52.40383
88110-639,-48.61368
01452-002,-46.68961
01031-001,-46.63385
49025-330,-37.05284
20091-040,-43.17792
93010-220,-51.14737
24030-078,-43.12226
22230-061,-43.1774
66635-110,-48.44979
38010-370,-47.95567
80030-030,-49.26846
20270-020,-43.2187
04062-000,-46.65684
08295-001,-46.46233
05512-100,-46.70751
40140-230,-38.52905
41940-457,-38.48026
40110-150,-38.52188
38400-242,-48.28674
26182-000,-43.32961
01442-001,-46.67656
74005-010,-49.25782
68903-362,-51.07367
39400-215,-43.87183
22745-005,-43.33186
59625-000,-37.33965
65073-005,-44.23989
88035-000,-48.51055
58037-051,-34.83191
29101-284,-40.2843
60150-165,-38.50226
74475-115,-49.32227
65066-160,-44.24134
31160-470,-43.93874
78010-500,-56.07668
35162-359,-42.55904
32315-172,-44.04226
04571-010,-46.69308
57035-380,-35.70379
77015-002,-48.33261
74215-240,-49.26624
80810-000,-49.30004
49010-906,-37.04872
58030-001,-34.86395
04532-001,-46.67425
30160-019,-43.93857
89802-001,-52.61233
13201-012,-46.88266
04719-907,-46.71229
17502-000,-49.88881
89010-003,-49.06762
17016-050,-49.07239
80420-080,-49.27413
87014-070,-51.92784
60025-060,-38.52988
69918-099,-67.81012
77020-020,-48.32122
74020-200,-49.25782
79800-025,-54.80571
97015-371,-53.81062
64014-535,-42.78923
09605-000,-46.56339
29101-285,-40.2843
54410-902,-34.92116
37550-109,-45.93446
36500-026,-42.93838
29300-170,-41.11418
89160-155,-49.64644
78700-980,-54.631
89700-085,-52.02858
78896-018,-55.72105
14026-040,-47.8202
08041-020,-46.44142
75908-740,-50.94347
29900-032,-40.06288
06020-000,-46.76079
72010-080,-47.92909
70360-520,-47.90906
71710-500,-47.96343
72405-015,-48.05525
73010-531,-47.79187
71200-900,-47.83737
70740-524,-47.88941
71208-900,-47.83698
71020-627,-47.97811
70300-903,-47.91096
74063-010,-49.25782
75083-350,-48.94836
01003-000,-46.63753
72135-030,-48.0572
72705-030,-48.05931
72215-500,-48.10315
70072-900,-47.88267
70610-430,-47.90916
70610-200,-47.93612
72800-480,-47.95509
70380-530,-47.91909
72225-250,-48.12595
72150-511,-48.0811
70632-200,-47.93467
70276-400,-47.90568
72020-065,-48.04265
70769-900,-47.89525
72445-010,-48.05817
72316-500,-48.10847
71070-640,-47.99261
71725-100,-47.95273
71570-050,-47.78078
72115-125,-48.0607
70340-906,-47.8941
70711-000,-47.88245
71505-000,-47.8771
70390-700,-47.92897
72545-970,-47.99875
70670-432,-47.93389
72876-902,-47.99548
71691-001,-47.88228
72220-309,-48.11092
72610-300,-48.06562
71810-300,-48.01444
70660-020,-47.9291
71910-360,-47.92064
72220-503,-48.11388
79002-351,-54.61648
71988-720,-47.88967
72110-015,-48.05814
72237-130,-47.92411
73350-202,-47.87677
70730-521,-47.88749
71680-349,-47.81445
72900-970,-48.25712
73062-806,-47.82432
72860-436,-47.92129
71200-010,-47.83737
70075-900,-47.91
70070-550,-47.92454
71929-540,-48.03841
72405-610,-47.99748
72210-140,-48.12495
72425-000,-48.09588
71050-175,-47.92909
73310-150,-47.65228
70850-070,-47.87869
70040-909,-47.8788
72405-901,-47.99748
73310-000,-47.92896
73010-901,-47.83651
72115-902,-48.0672
70620-000,-47.90885
72215-110,-48.10405
72300-630,-47.892
72115-901,-48.06721
38610-970,-46.90123
72306-003,-48.08048
73750-005,-47.5663
71570-903,-47.78042
72720-660,-48.20292
72007-090,-48.01093
71255-080,-48.06397
74070-010,-49.27148
70040-250,-47.87546
72145-450,-48.09628
70688-170,-47.91253
57020-255,-35.74175
58040-000,-34.86119
58037-000,-34.83882
58067-020,-34.8475
58037-432,-34.83841
71880-522,-48.05034
06029-900,-46.76833
88010-120,-48.55846
89201-250,-48.84382
88010-002,-48.55622
09680-900,-46.58108
01228-200,-46.66061
01451-010,-46.68227
01451-904,-46.68787
71608-900,-47.92156
70331-515,-47.89784
70346-520,-47.90243
70750-500,-47.89108
72010-030,-47.92909
70055-900,-47.90164
70630-000,-47.91964
74043-011,-49.25759
74505-011,-49.28847
75024-100,-48.95664
78005-500,-56.09394
79330-070,-57.65636
69010-050,-60.02323
66017-000,-48.49541
68005-000,-54.71524
65020-590,-44.30014
65602-010,-43.36191
64000-140,-42.81184
64200-970,-41.77947
60025-131,-38.53101
63010-222,-39.31653
59025-280,-35.20747
59037-200,-35.21585
59025-000,-35.20609
58010-770,-34.8853
58011-000,-34.88416
58100-263,-34.83489
58400-025,-35.88853
58700-070,-37.27861
50010-000,-34.87952
50770-000,-34.90513
51210-001,-34.91567
52030-060,-34.88907
52070-200,-34.9187
50030-030,-34.87393
55002-400,-35.96831
55293-000,-36.48963
57020-090,-36.66749
57300-190,-36.66197
57600-050,-36.62868
49010-130,-37.0492
40445-001,-38.50297
48005-220,-38.42468
44002-296,-38.96671
45600-087,-39.27556
45200-902,-40.0609
45820-081,-39.58684
45000-904,-40.81744
48903-400,-40.50446
30120-070,-43.93627
30190-003,-43.94878
30120-060,-43.93591
30170-120,-43.94239
31010-514,-43.92129
31210-442,-43.94841
30140-140,-43.93629
31140-003,-43.92813
30150-330,-43.92328
30140-061,-43.93867
37130-073,-45.94725
38440-238,-48.19209
36200-074,-43.77311
36770-071,-42.69254
35790-207,-44.42966
35500-003,-44.88725
35570-024,-45.43103
35010-250,-41.94629
35160-304,-42.57062
35900-001,-43.23585
37500-180,-45.45329
38300-076,-49.4624
36016-310,-43.34862
36400-070,-43.79268
36900-103,-42.03395
39400-001,-43.86574
34000-087,-43.85163
38600-196,-46.87165
38700-122,-46.51751
38740-036,-46.99402
37701-012,-46.56467
35430-012,-42.90984
37550-157,-45.93295
36307-302,-44.2567
35700-640,-44.24036
39800-019,-41.50689
37410-137,-45.2564
36500-095,-44.60847
38400-122,-48.23045
38400-186,-48.27777
37002-035,-45.43982
36570-035,-42.88127
29010-360,-40.33093
29304-048,-41.12108
29700-011,-40.62865
29100-011,-40.2906
24230-102,-43.10906
27330-110,-44.17111
27123-000,-43.82658
28906-200,-42.01443
28010-230,-41.3231
25020-140,-43.31135
25900-094,-43.03956
26220-060,-43.45348
28613-001,-42.53286
26525-023,-43.4181
25520-662,-43.37669
25953-236,-42.96606
24445-360,-43.04358
25804-000,-43.2119
27260-150,-44.10619
20050-008,-43.18019
20090-003,-43.1751
21645-010,-43.39923
21810-011,-43.4648
22031-072,-43.18626
21032-000,-43.25482
22270-014,-43.18381
23050-102,-43.55427
21310-310,-43.32893
22240-000,-43.1872
22060-001,-43.17928
21940-005,-43.20864
21910-295,-43.17936
22020-002,-43.17928
22430-210,-43.22232
22291-060,-43.16612
20520-054,-43.2403
23510-006,-43.67307
20020-080,-43.1698
20940-001,-43.27958
01001-000,-46.63405
03180-001,-46.58564
01014-000,-46.63356
01310-918,-46.6571
01412-100,-46.66265
01318-001,-46.6467
03057-040,-46.59479
03012-010,-46.61642
01523-000,-46.61635
02515-000,-46.6592
05314-000,-46.7353
04381-000,-46.67013
07180-000,-46.48073
01043-000,-46.64108
07115-000,-46.53282
04029-100,-46.66637
04208-001,-46.60199
01026-001,-46.63155
05074-050,-46.70538
05033-002,-46.69071
79031-010,-54.58554
02731-000,-46.6944
03603-020,-46.55139
05420-001,-46.69514
01226-010,-46.65114
02310-001,-46.60558
02113-012,-46.58965
03126-050,-46.58533
13900-490,-46.76885
16901-001,-51.38148
16010-010,-50.44002
14801-050,-48.18035
19800-020,-50.42137
18705-060,-48.92159
14300-039,-47.58313
17010-180,-49.06962
14700-129,-48.47922
18602-903,-48.44397
12900-150,-46.54107
12281-630,-45.70588
13012-100,-47.05974
15800-105,-48.97208
12701-440,-44.96149
11510-000,-46.43266
15603-006,-50.24435
14400-670,-47.40101
17400-000,-49.65897
18200-014,-48.05078
13970-160,-46.82263
13250-329,-46.83903
13300-150,-47.29778
14870-140,-48.31937
12327-000,-45.96983
17201-460,-48.55775
13201-000,-46.88633
16400-505,-49.75741
12600-020,-45.12152
17509-051,-49.95114
15130-065,-49.51276
13730-038,-47.00151
13800-033,-46.96192
15400-085,-48.91384
19900-030,-49.86811
16300-013,-50.07382
12400-460,-45.46212
13400-330,-47.6502
18800-009,-49.38471
13630-140,-47.42729
19010-081,-51.38883
14010-080,-47.81168
13500-160,-47.54892
13320-200,-47.29532
09010-090,-46.52511
11013-200,-46.32897
09720-000,-46.55229
09510-020,-46.57101
13870-120,-46.79874
12245-031,-45.88546
15010-070,-49.38205
11310-071,-46.38697
18010-190,-47.45432
06754-190,-46.75749
15900-015,-48.50335
18270-330,-47.85821
12080-300,-45.55268
17600-005,-50.51724
13270-160,-46.99914
15500-010,-49.89319
11460-000,-46.26396
11045-003,-46.32358
18013-002,-47.43724
80010-130,-49.26987
80020-180,-49.27068
80045-340,-49.24236
80010-190,-49.2662
80610-260,-49.29434
80020-010,-49.27614
83702-310,-49.40831
83601-010,-49.52833
87300-005,-52.37305
84165-550,-49.7133
85010-250,-51.46813
84500-069,-49.26647
86010-919,-51.15866
83203-005,-48.506
84010-260,-50.16293
86600-093,-51.36871
84600-295,-51.08948
88010-902,-48.55244
88075-540,-48.58337
89010-202,-49.06945
88350-200,-48.91222
89460-052,-50.3919
89802-120,-52.61193
88801-440,-49.36809
88301-441,-48.65661
89252-000,-49.08583
89201-000,-48.84531
88502-170,-50.32756
89160-906,-49.63633
88701-170,-49.0037
88900-902,-49.48562
90020-007,-51.22895
91349-900,-51.16313
90020-011,-51.22895
90160-003,-51.21399
92110-000,-51.1744
90440-002,-51.1973
90035-191,-51.21417
91740-000,-51.22796
90560-003,-51.21303
92200-714,-51.17777
90050-002,-51.22194
90880-480,-51.22384
90440-050,-51.19697
90220-007,-51.19488
91010-004,-51.1711
90010-350,-51.2272
90230-123,-51.20042
90870-001,-51.20895
90020-150,-51.22525
91360-001,-51.15149
90030-130,-51.22451
90035-072,-51.2214
97542-600,-55.79696
96400-006,-54.10515
95700-028,-51.51463
96780-034,-51.81275
92010-240,-51.17979
95010-000,-51.17939
98005-000,-53.6053
99700-394,-52.27102
93600-010,-51.17287
93265-157,-51.17445
95170-488,-51.34738
94010-011,-50.99496
92704-555,-51.31484
93510-365,-51.12777
99010-190,-52.40063
96015-000,-52.3392
96200-380,-52.09477
96810-046,-52.42633
97050-001,-53.80657
98780-340,-54.47039
98801-610,-54.26159
97573-613,-55.53518
97300-376,-54.31591
93010-002,-51.14647
93800-026,-51.00043
95600-080,-50.78099
97501-636,-57.08925
95200-016,-50.93444
96200-270,-52.09814
97110-800,-53.71997
69900-076,-67.80826
30180-110,-43.94336
20040-006,-43.1751
21210-154,-43.29957
22290-070,-43.17786
07786-495,-46.83484
68371-000,-52.21093
68181-000,-55.98266
29900-040,-40.06591
58800-050,-38.22895
54505-560,-35.0344
59600-200,-37.3436
49500-118,-37.42925
79801-011,-54.81232
79601-000,-51.68001
75701-010,-47.94735
75800-062,-51.72226
75901-050,-50.92947
85810-000,-53.46682
87200-246,-52.60926
87501-170,-53.31052
89500-148,-51.02114
22010-100,-43.1727
16200-056,-50.33921
13840-190,-46.93974
18130-450,-47.13632
60165-010,-38.51609
81510-001,-49.24059
22410-001,-43.21028
85851-020,-54.58357
18400-430,-48.87589
15700-064,-50.54819
15990-010,-48.35985
85601-000,-53.05427
08010-000,-46.44037
36700-076,-42.63879
77803-140,-48.20316
04602-001,-46.68235
63500-050,-39.29756
78700-150,-54.61925
90110-001,-51.22792
55602-020,-35.28932
89700-128,-52.02649
89280-169,-49.38394
15014-050,-49.37508
76801-905,-63.90617
06311-000,-46.85127
64800-132,-43.02301
64600-094,-41.4702
08674-002,-46.30951
71020-617,-47.98042
65903-320,-47.44628
70092-900,-47.8827
80540-180,-49.25747
52060-904,-34.91138
69301-360,-60.66815
72405-514,-48.06522
04132-001,-46.61686
68900-099,-51.05418
09390-040,-46.62354
29075-910,-40.30172
80060-906,-49.26234
70047-900,-47.90164
74690-900,-49.27751
41820-908,-38.46504
21510-102,-43.35009
71605-495,-47.8684
13015-001,-47.05769
50740-710,-34.9442
21710-231,-43.43342
30130-008,-43.92309
68500-300,-49.13397
63113-500,-39.41577
78068-401,-56.06309
71720-520,-47.96577
01301-000,-46.65783
69100-900,-58.44665
69151-270,-56.73478
84261-060,-50.6171
85900-020,-53.74089
58039-181,-34.82827
58400-052,-35.88727
06401-125,-46.86374
13660-039,-47.48008
63700-139,-40.66811
62500-004,-39.58042
61942-460,-38.68133
63900-195,-39.01843
59020-200,-35.20031
65300-115,-45.37738
47800-187,-44.99376
62322-145,-41.00365
73801-300,-47.33737
76382-187,-49.35141
77410-010,-49.06583
89560-200,-51.15302
11660-130,-45.41221
57022-180,-35.72386
24800-130,-43.17604
56302-906,-40.50128
31160-190,-43.93446
70273-510,-47.90541
66035-415,-48.4844
29051-035,-40.32004
91790-229,-51.13363
57055-000,-35.73472
94910-001,-51.09488
57240-024,-36.09384
89080-024,-49.23139
78550-286,-55.50906
64048-110,-42.79416
79070-900,-54.61402
13140-080,-47.15585
70046-900,-47.90164
51020-900,-34.90248
78210-900,-57.68839
75830-086,-52.55359
70049-900,-47.90164
54735-000,-35.04778
89300-170,-49.80433
88015-240,-48.55105
29018-250,-40.34271
29200-180,-40.49698
29176-110,-40.3059
66033-000,-48.49187
66010-000,-48.49541
79904-628,-55.7275
23900-315,-44.31807
80420-010,-49.27981
32600-225,-44.19941
35170-008,-42.62356
13330-180,-47.2162
13610-220,-47.38893
19700-015,-50.57564
07851-010,-46.72286
08550-350,-46.34198
23815-291,-43.77594
91310-002,-51.18525
93220-280,-51.14892
56903-415,-38.28899
56506-911,-37.05481
53030-905,-34.83986
60160-196,-38.49157
60025-001,-38.53312
88330-075,-48.6411
50050-050,-34.88353
68459-606,-49.67638
60325-000,-38.54247
09400-100,-46.41645
85301-050,-52.41309
30110-001,-43.93542
39442-016,-43.3088
53401-445,-34.87933
44440-900,-39.27462
43805-902,-38.54413
91900-000,-51.24827
94410-000,-51.02664
13450-023,-47.41515
18681-000,-48.79493
11700-005,-46.41341
73010-512,-47.79015
73310-300,-47.79265
70760-524,-47.89525
08570-060,-46.35183
11410-161,-46.26305
14940-175,-48.82563
06850-730,-46.84763
48608-470,-38.21051
04563-011,-46.69121
68550-325,-50.02929
20230-014,-43.18356
74115-030,-49.2658
80030-000,-49.26401
81150-050,-49.29586
80060-070,-49.25803
81630-000,-49.24943
04112-000,-46.63136
01011-000,-46.63469
03356-000,-46.5492
02071-002,-46.60277
03512-000,-46.52578
74915-906,-49.27678
58020-500,-34.88041
04246-002,-46.60135
41213-000,-38.44442
57020-180,-35.73624
31615-310,-43.97867
22730-190,-43.37208
21060-100,-43.26415
20520-055,-43.2403
20970-007,-43.25687
50720-000,-34.91274
50060-000,-34.88993
51030-010,-34.90459
40110-160,-38.52048
29075-073,-40.30104
55192-030,-36.20176
70094-900,-47.92454
72710-582,-47.88475
70304-914,-47.88328
69020-070,-60.01254
49075-370,-37.07124
29164-044,-40.2644
60410-357,-38.54292
60192-205,-38.489
42800-914,-38.16083
70381-510,-47.92583
33010-200,-43.86549
89110-901,-48.95436
88020-301,-48.54408
05438-100,-46.69101
74530-010,-49.27875
21532-290,-43.35741
20765-140,-43.28276
07600-027,-46.58662
57030-000,-35.71227
79006-000,-54.6408
45985-198,-39.74474
30140-003,-43.93441
17120-009,-48.98938
04028-003,-46.66637
03028-000,-46.61272
18870-009,-48.31937
13280-304,-46.97834
07400-555,-46.32218
13230-100,-46.79033
13150-029,-47.19628
08500-405,-46.36396
13910-035,-46.98491
09220-611,-46.36662
09710-190,-46.55153
13010-001,-47.05531
18300-005,-48.34732
09571-010,-46.56433
04511-001,-46.67001
06804-010,-46.85081
06694-000,-46.93798
01214-000,-46.64143
01206-000,-46.64523
11060-900,-46.33291
03871-000,-46.46236
40285-001,-38.48909
75388-238,-49.48981
55815-040,-35.25626
28941-172,-42.10268
24900-445,-42.81473
24360-440,-43.08631
29130-148,-40.49649
83055-320,-49.15231
86010-000,-51.16146
50010-040,-34.87799
69085-000,-59.95208
69070-530,-60.01024
65025-001,-44.29995
66090-100,-48.47459
66645-250,-48.43751
80420-090,-49.28785
21230-500,-43.31999
28994-795,-42.46746
25070-005,-43.30764
24120-191,-43.10326
22451-040,-43.23073
22260-005,-43.18462
88025-255,-48.53064
06226-006,-46.77824
11609-001,-45.40198
01453-000,-46.68682
04321-130,-46.6432
02465-100,-46.65316
01427-000,-46.6719
02720-000,-46.67542
05042-001,-46.6914
04036-000,-46.63549
74610-090,-49.23957
70760-525,-47.89542
12243-001,-45.89601
20520-053,-43.2403
65020-300,-44.28991
30580-002,-43.99051
94810-001,-57.09365
85812-002,-53.46682
40260-001,-38.34161
69010-120,-60.01579
35182-054,-42.6437
60533-661,-38.60946
86060-000,-51.17746
80620-010,-49.28884
32400-403,-44.0636
78020-000,-56.101
49010-340,-37.05089
70673-641,-47.93153
27253-223,-44.09239
24020-105,-43.12312
40015-901,-38.51249
40280-000,-38.46721
41940-350,-38.4868
40140-020,-38.53001
40070-080,-38.51357
80710-500,-49.29871
80530-000,-49.26871
32017-680,-44.08397
30380-380,-43.95134
30110-017,-43.9195
30112-011,-43.93879
38010-030,-47.93319
36051-000,-43.34989
38400-458,-48.29283
38010-280,-47.93894
29703-100,-40.63999
89036-004,-49.08982
87013-130,-51.93848
84010-380,-50.23372
69055-000,-60.0102
74045-010,-49.26336
74070-030,-49.27158
86020-380,-51.16473
89211-300,-48.84683
72115-120,-48.06319
57020-050,-35.74069
45600-004,-39.27556
60135-238,-38.50214
60720-080,-38.56321
80420-190,-49.28142
79002-214,-54.60924
78020-300,-56.10132
03149-100,-46.58954
01327-002,-46.64575
09080-500,-46.53421
74810-907,-49.23577
65051-310,-44.21633
65076-190,-44.30634
66040-172,-48.48822
54410-010,-34.91884
53429-000,-34.82533
50030-000,-34.87297
52020-015,-34.89376
50050-290,-34.89809
59078-600,-35.19692
90040-001,-51.22051
95020-172,-51.18282
95097-000,-51.19432
91010-005,-51.1711
90610-000,-51.19627
99010-060,-52.4054
96015-280,-52.34222
97060-003,-53.80365
91770-000,-51.22013
05405-000,-46.67907
09310-080,-46.45817
13208-053,-46.89341
04355-001,-46.65914
13076-007,-47.05323
64018-290,-42.80926
64017-090,-42.79788
06013-050,-46.77604
01531-000,-46.63263
15015-300,-49.3814
44001-296,-38.95738
11060-000,-46.3302
04617-002,-46.67821
03350-000,-45.23176
26210-150,-43.44956
26215-512,-43.44456
28620-000,-42.54087
74423-010,-49.31038
80230-150,-49.26072
80530-010,-49.27138
86015-000,-51.15264
82810-060,-49.22827
80220-200,-49.2658
03635-001,-46.54034
89204-001,-48.84836
30411-330,-43.97001
36016-450,-43.35571
35010-131,-41.95112
29122-355,-40.30641
93125-144,-51.15487
90880-001,-51.21224
65030-001,-44.282
20511-000,-43.23594
25620-002,-43.17744
01229-001,-46.65869
08115-100,-46.38368
04063-004,-46.65684
03318-000,-46.56548
02306-002,-46.60706
89052-001,-49.08141
88802-260,-49.36841
30160-011,-43.93573
14403-460,-47.38758
49026-900,-37.06017
34505-830,-43.81002
31270-672,-43.96228
67030-007,-48.37548
87013-040,-51.93322
84053-000,-50.1828
93022-970,-51.15463
88130-101,-48.66771
01452-919,-46.69134
04701-200,-46.67586
76963-887,-61.4465
76900-036,-61.95438
76980-153,-60.14237
76870-074,-63.0349
75680-021,-48.61632
74230-030,-49.26694
90010-210,-51.22889
90550-140,-51.18925
88304-300,-48.67773
88015-900,-48.55106
88160-144,-48.65085
88101-091,-48.61241
88010-010,-48.55054
88370-902,-48.65647
66810-000,-48.4574
13206-716,-46.88357
60356-412,-38.57932
60175-070,-38.48905
89801-140,-52.61796
89201-300,-48.84769
58110-160,-34.92427
78053-734,-56.05752
60015-290,-38.53882
89010-000,-49.06762
13380-013,-47.29482
14025-000,-47.81201
82300-332,-49.34902
60040-530,-38.52844
61900-225,-38.6181
29090-860,-40.26426
60833-005,-38.48003
79002-075,-54.60828
64022-135,-42.7957
64001-300,-42.80905
17010-031,-49.0748
14010-100,-47.81004
13560-290,-47.8895
19010-270,-51.39679
17500-020,-49.94703
64000-917,-42.81421
59140-200,-35.26315
59108-550,-35.24287
29300-195,-41.11885
29162-780,-40.27869
59054-700,-35.21438
57037-901,-35.71517
79800-022,-54.80571
13220-005,-46.83805
17016-190,-49.06794
12215-651,-45.87448
13465-590,-47.3411
31170-360,-43.92762
45990-000,-39.75239
49025-230,-37.05229
60030-140,-38.53222
15015-700,-49.38297
49010-120,-37.0503
30170-000,-43.93644
53610-901,-34.91611
51110-131,-34.8859
06600-055,-46.90247
18110-005,-47.4496
06053-014,-46.78513
07064-002,-46.56754
13405-260,-47.65715
09656-000,-46.59192
15015-000,-49.37872
40150-120,-38.51959
58407-363,-35.87684
79004-000,-54.60191
79021-151,-54.60343
97020-000,-53.82269
20261-063,-43.21106
30112-020,-43.9266
35522-008,-44.99104
75080-240,-48.94516
20720-011,-43.28524
72210-120,-48.1074
74255-220,-49.2896
69900-715,-67.81576
74823-080,-49.25673
75123-390,-48.95359
35180-028,-42.64836
29043-260,-40.31694
14401-110,-47.39402
35160-019,-42.52943
51020-021,-34.89971
89068-001,-49.08917
30110-028,-43.92305
49045-760,-37.06278
20070-006,-43.18021
72020-111,-48.04692
70715-900,-47.88288
57045-000,-35.72108
49035-900,-37.0476
36036-000,-43.35184
65036-010,-44.27589
74015-908,-49.25718
49015-380,-37.04959
32600-125,-44.19946
20070-003,-43.18021
29057-565,-40.30093
29100-295,-40.29288
28010-801,-41.32252
77020-008,-48.33035
81050-000,-49.29346
09710-010,-46.55153
86084-000,-51.15278
74930-530,-49.3416
11250-048,-46.13556
86015-904,-51.1516
28893-093,-41.87436
12246-870,-45.91035
76807-313,-63.88589
55012-030,-35.9728
32800-098,-44.31552
68900-110,-51.05195
20031-202,-43.17704
20041-004,-43.17761
96020-260,-52.33726
76804-110,-63.88771
69095-120,-59.97552
13040-000,-47.06908
83501-140,-49.29717
83823-901,-49.30795
08740-250,-46.22175
18103-000,-47.41655
09190-210,-46.53602
01016-040,-46.63305
01307-001,-46.65167
02071-010,-46.60277
13105-500,-46.96921
13454-178,-47.37089
13180-000,-47.16888
02341-000,-46.61681
20230-070,-43.18318
71625-203,-47.87436
12010-080,-45.5583
01318-000,-46.6467
09290-730,-46.51813
09751-250,-46.54491
12224-480,-45.80845
01503-001,-46.63766
20520-090,-43.23221
13070-001,-47.07581
13163-004,-47.16623
13500-270,-47.56854
05413-010,-46.68167
22040-002,-43.18524
93542-000,-51.09984
87111-220,-51.86706
06086-055,-46.78368
30320-570,-43.94463
30455-610,-43.96246
03336-000,-46.5618
02013-003,-46.63245
04551-000,-46.6851
07051-000,-46.55101
04723-002,-46.70837
03989-000,-46.50144
24220-002,-43.11441
12235-680,-45.90524
09180-001,-46.52198
81280-270,-49.3445
32340-001,-44.04013
05005-001,-46.6704
03115-020,-46.59816
14075-260,-47.78761
14050-040,-47.82093
14055-630,-47.83173
13209-430,-46.91213
07901-085,-46.74464
03143-000,-46.5773
22640-000,-43.30982
84025-000,-50.12706
09913-000,-46.62946
01452-924,-46.68542
11013-151,-46.32807
02235-001,-46.57222
13084-008,-47.08059
15801-280,-48.97356
74560-478,-49.33822
69400-904,-60.64833
25586-140,-43.37086
83408-010,-49.1918
82600-000,-49.21856
13480-074,-47.41029
09370-670,-46.46011
88817-600,-49.41803
35500-008,-44.90192
69065-080,-60.00433
19900-041,-49.86668
06436-000,-46.8444
56304-920,-40.48861
14810-256,-48.1587
14170-160,-48.00083
04010-200,-46.63549
04089-001,-46.66053
13344-610,-47.21903
81170-150,-49.31789
74805-100,-49.23705
72545-200,-47.99875
71070-082,-47.98247
