index,CNPJ,SEQUENCIALDOCNPJ,DVDOCNPJ,NOMEINSTITUIÇÃO,SEGMENTO,CÓDCOMPEAG,NOMEAGÊNCIA,ENDEREÇO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,MUNICíPIO,UF,DATAINÍCIO,DDD,FONE,IDINSTALAÇÃO,MUNICIPIOIBGE,LATITUDE,LONGITUDE,LATITUDE_v2,LONGITUDE_v2
2985,90400888,333,18,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,773,CORPORATE V                                                 ,"AV. FRANCISCO GLICÉRIO, 892",          ,                                                  ,CENTRO,13012-000,CAMPINAS,SP,31/08/2006 ,11,32491304,9999724884,3509502,-22.90491,-47.05974,,
2986,90400888,1500,39,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4516,001 4516 CAMPINAS-SP V                                      ,AV FRANCISCO GLICERIOE,892,                                                  ,CENTRO,13012-000,CAMPINAS,SP,30/04/2009 ,19,37373470,9999608016,3509502,-22.90491,-47.05974,,
2987,90400888,1789,87,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4558,001-4558 URB-CAMPINAS-B. JAGUARA                            ,AV FRANCISCO GLICERIO,892,                                                  ,CENTRO,13012-000,CAMPINAS,SP,30/04/2009 ,19,32349666,9999608014,3509502,-22.90491,-47.05974,,
2989,60701190,593,38,ITAÚ UNIBANCO S.A.,Banco Múltiplo,716,CAMPINAS/FCO.GLICERIO                                       ,AV.FRANCISCO GLICERIO - 1100,          ,                                                  ,CENTRO,13012-100,CAMPINAS,SP,19/09/1918 ,11,30034828,9999969914,3509502,-22.90491,-47.05974,,
2990,60746948,9586,18,BANCO BRADESCO S.A.,Banco Múltiplo,7094,"PLATAFORMA TOP TIER - CAMPINAS, SP                          ",AV FRANCISCO GLICERIO,1424,2 ANDAR                                           ,CENTRO,13012-100,CAMPINAS,SP,22/10/2018 ,19,37375701,9999200911,3509502,-22.90491,-47.05974,,
2991,90400888,305,64,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,2017,FCO. GLICERIO-CAMPINAS/SP                                   ,"AV.FRANCISCO GLICERIO,1350",          ,                                                  ,GLICERIO,13012-100,CAMPINAS,SP,31/08/2006 ,19,32363411,9999724890,3509502,-22.90491,-47.05974,,
2992,90400888,312,93,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1312,FCO GLICÉRIO I-INT-SP                                       ,"AV. FRANCISCO GLICERIO, 1350",          ,                                                  ,CENTRO,13012-100,CAMPINAS,SP,1985-12-08 00:00:00,19,32363411,9999956286,3509502,-22.90491,-47.05974,,
2993,90400888,1477,55,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4280,CATEDRAL-CAMPINAS-SP                                        ,AV FRANCISCO GLICERIO 890/892,          ,                                                  ,CENTRO,13012-100,CAMPINAS,SP,30/04/2009 ,19,37314300,9999608023,3509502,-22.90491,-47.05974,,
2994,90400888,2806,76,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4878,001-4878 PLAT.CORPORATE CAMPINAS                            ,RUA FRANCISCO GLICERIO,890,/892 2 ANDAR                                      ,CENTRO,13012-100,CAMPINAS,SP,2012-01-10 00:00:00,19,373156800,9999412511,3509502,-22.90491,-47.05974,,
2995,60746948,310,0,BANCO BRADESCO S.A.,Banco Múltiplo,310,CARMO                                                       ,"AV. ANCHIETA, 219",          ,                                                  ,CENTRO,13015-000,CAMPINAS,SP,29/05/1967 ,0,77,9999968158,3509502,-22.90716,-47.05769,,
3001,60746948,514,50,BANCO BRADESCO S.A.,Banco Múltiplo,595,BARAO DE ITAPURA                                            ,"AV. BARAO DE ITAPURA, 1167",          ,                                                  ,CENTRO,13020-000,CAMPINAS,SP,19/05/1975 ,0,7540,9999967954,3509502,-22.90111,-47.0615,,
3004,60701190,1412,63,ITAÚ UNIBANCO S.A.,Banco Múltiplo,1370,CAMPINAS/BARAO DE ITAPURA                                   ,"AV. BARAO DE ITAPURA, 1003",          ,                                                  ,ITAPURA,13020-431,CAMPINAS,SP,24/06/1991 ,11,30034828,9999969144,3509502,-22.89644,-47.06762,,
3005,60746948,3824,81,BANCO BRADESCO S.A.,Banco Múltiplo,859,"PRIME BARAO DE ITAPURA,URB.CAMPINAS, SP                     ","AV.BARAO DE ITAPURA, 1167",          ,PAV.SUPERIOR                                      ,BOTAFOGO,13020-431,CAMPINAS,SP,24/05/2005 ,19,32319686,9999779175,3509502,-22.89644,-47.06762,,
3006,90400888,2867,98,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1732,001-1732 SELECT BOTAFOGO-CAMPINAS                           ,"AV BARAO DE ITAPURA,860",0,                                                  ,BOTAFOGO,13020-431,CAMPINAS,SP,2013-03-04 00:00:00,19,37945000,9999389249,3509502,-22.89644,-47.06762,,
3007,60701190,2052,53,ITAÚ UNIBANCO S.A.,Banco Múltiplo,4052,PERSONNALITE BARAO DE ITAPURA                               ,"AV. BARAO DE ITAPURA, 1252",          ,                                                  ,BOTAFOGO,13020-432,CAMPINAS,SP,2002-01-07 00:00:00,11,30034828,9999968509,3509502,-22.89644,-47.06762,,
3009,60746948,8585,83,BANCO BRADESCO S.A.,Banco Múltiplo,7384,NOVA CAMBUI   URB  CAMPINAS  SP                             ,AVENIDA CORONEL SILVA TELLES,234,ESQUINA COM RUA JOSÉ GUATEMOZIM NOGUEIRA          ,CAMBUÍ,13024-000,CAMPINAS,SP,2016-10-10 00:00:00,0,0,9999267527,3509502,-22.89364,-47.05013,,
3010,58160789,9,85,BANCO SAFRA S.A.,Banco Múltiplo,10,CAMPINAS                                                    ,RUA OLAVO BILAC,101,                                                  ,CAMBUÍ,13024-110,CAMPINAS,SP,17/02/1973 ,19,37338500,9999971416,3509502,-22.8939,-47.05659,,
3011,58160789,122,15,BANCO SAFRA S.A.,Banco Múltiplo,122,CAMBUI                                                      ,"RUA OLAVO BILAC, 101",          ,                                                  ,CAMBUI-CAMPINAS/SP,13024-110,CAMPINAS,SP,28/03/1994 ,19,37538500,9999971321,3509502,-22.8939,-47.05659,,
3012,58160789,140,5,BANCO SAFRA S.A.,Banco Múltiplo,152,NOVA CAMPINAS                                               ,RUA OLAVO BILAC,101,                                                  ,CAMBUÍ,13024-110,CAMPINAS,SP,15/03/2005 ,19,21036750,9999783933,3509502,-22.8939,-47.05659,,
3013,00.416.968,24,90,BANCO INTER S.A.,Banco Múltiplo,1,AGÊNCIA CAMPINAS                                            ,RUA ALECRINS,46,SALA 54                                           ,CAMBUI,13024-410,CAMPINAS,SP,2014-01-11 00:00:00,31,21017000,9999324172,3509502,-22.88888,-47.05301,,
3017,60701190,1503,35,ITAÚ UNIBANCO S.A.,Banco Múltiplo,1652,CAMPINAS/SOUZAS - SP                                        ,"AV. IZABELITA VIEIRA, 65",          ,                                                  ,SOUZAS,13024-500,CAMPINAS,SP,1993-10-05 00:00:00,11,30034828,9999969053,3509502,-22.88886,-47.04904,,
3019,33479023,189,84,BANCO CITIBANK S.A.,Banco Múltiplo,119,AGÊNCIA CAMPINAS CAMBUÍ                                     ,"RUA CORONEL QUIRINO, Nº 838",          ,                                                  ,CAMBUÍ,13025-001,CAMPINAS,SP,21/11/2007 ,11,40092232,9999669570,3509502,-22.89545,-47.05359,,
3020,90400888,295,58,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,2101,001 2101 CEL QUIRINO-CAMPINAS-SP V                          ,R CEL QUIRINO,666,                                                  ,CAMBUI,13025-001,CAMPINAS,SP,31/08/2006 ,19,32527800,9999724888,3509502,-22.89545,-47.05359,,
3021,90400888,1077,2,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,575,CAMBUI-CAMPINAS-SP                                          ,"RUA CORONEL QUIRINO, 925",          ,                                                  ,CAMBUI,13025-001,CAMPINAS,SP,31/08/2006 ,19,37543100,9999724894,3509502,-22.89545,-47.05359,,
3022,90400888,1485,65,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3644,CEL QUIRINO-CAMPINAS-SP                                     ,"RUA CEL. QUIRINO,666",          ,                                                  ,VILANOVACAMPINAS,13025-001,CAMPINAS,SP,30/04/2009 ,19,37953600,9999608028,3509502,-22.89545,-47.05359,,
3023,90400888,1491,3,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4192,001 4192 CEL QUIRINO-CAMPINAS-SP III                        ,R CEL QUIRINO,666,                                                  ,CAMBUI,13025-001,CAMPINAS,SP,30/04/2009 ,11,32529299,9999608017,3509502,-22.89545,-47.05359,,
3024,90400888,1498,80,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4517,SAMPAINHO-CAMPINAS-SP                                       ,R CEL QUIRINO 925,          ,                                                  ,CAMBUI,13025-001,CAMPINAS,SP,30/04/2009 ,19,37543100,9999608015,3509502,-22.89545,-47.05359,,
3025,90400888,2706,3,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1583,001 1583 CEL QUIRINO-CAMPINAS-SP IV                         ,R CEL QUIRINO,666,                                                  ,CAMBUI,13025-001,CAMPINAS,SP,21/10/2011 ,19,37052800,9999495499,3509502,-22.89545,-47.05359,,
3026,90400888,2818,0,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1693,001-1693 PB-CAMPINAS-I                                      ,R CEL QUIRINO,982,                                                  ,CAMBUI,13025-001,CAMPINAS,SP,2012-10-09 00:00:00,19,37536900,9999416387,3509502,-22.89545,-47.05359,,
3027,90400888,2868,79,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1731,001-1731 SELECT CAMBUI-CAMPINAS                             ,R CEL QUIRINO,925,                                                  ,CAMBUI,13025-001,CAMPINAS,SP,2013-12-08 00:00:00,19,37945200,9999372120,3509502,-22.89545,-47.05359,,
3028,90400888,2883,8,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1754,001 1754 SELECT CAMBUI-CAMPINAS I                           ,R CEL QUIRINO,925,                                                  ,CAMBUI,13025-001,CAMPINAS,SP,2013-12-08 00:00:00,19,37434900,9999372117,3509502,-22.89545,-47.05359,,
3031,60701190,1669,24,ITAÚ UNIBANCO S.A.,Banco Múltiplo,3814,PERSONNALITE CAMPINAS                                       ,"AV. JULIO DE MESQUITA, 622",          ,                                                  ,CAMBUI,13025-061,CAMPINAS,SP,30/04/1999 ,11,30034828,9999968890,3509502,-22.9014,-47.05397,,
3032,60746948,3478,13,BANCO BRADESCO S.A.,Banco Múltiplo,1668,"PRIME CAMBUI,URB.CAMPINAS, SP                               ","AV.JULIO DE MESQUITA, 704",          ,                                                  ,CAMBUI,13025-061,CAMPINAS,SP,22/09/2003 ,19,37949300,9999876090,3509502,-22.9014,-47.05397,,
3033,60701190,4500,53,ITAÚ UNIBANCO S.A.,Banco Múltiplo,9079,PERSONNALITE/CAMBUI                                         ,"RUA JOSE PIRES NETO, 314",          ,LOJAS 01 E 02                                     ,CAMBUI,13025-170,CAMPINAS,SP,17/10/2011 ,11,30034828,9999496400,3509502,-22.90362,-47.04862,,
3040,60746948,5567,30,BANCO BRADESCO S.A.,Banco Múltiplo,2646,JARDIM DO TREVO                                             ,"RUA PAPA PAULO VI, 426",          ,                                                  ,JARDIMDOTREVO,13030-000,CAMPINAS,SP,24/03/1997 ,192,2555140,9999965489,3509502,-22.92874,-47.06908,,
3042,90400888,320,1,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,770,001 0770 AMOREIRAS-CAMPINAS-SP I                            ,AV DAS AMOREIRAS,2167,                                                  ,AMOREIRAS,13031-435,CAMPINAS,SP,31/08/2006 ,19,37726900,9999724885,3509502,-22.92498,-47.08123,,
3043,90400888,1471,60,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,3741,001-3741 AV AMOREIRAS-CAMPINAS-SP                           ,"AV. DAS AMOREIRAS,",2167,                                                  ,PQINDUSTRIAL,13031-435,CAMPINAS,SP,30/04/2009 ,19,2736122,9999608027,3509502,-22.92498,-47.08123,,
3044,90400888,2501,73,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,937,001 0937 AMOREIRAS-CAMPINAS-SP I                            ,AV DAS AMOREIRAS,2167,                                                  ,AMOREIRAS,13031-435,CAMPINAS,SP,28/09/2010 ,19,38779500,9999548080,3509502,-22.92498,-47.08123,,
3045,90400888,2526,21,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,961,001 0961 AMOREIRAS-CAMPINAS-SP II                           ,AV DAS AMOREIRAS,2167,                                                  ,AMOREIRAS,13031-435,CAMPINAS,SP,26/08/2010 ,19,37272150,9999555011,3509502,-22.92498,-47.08123,,
3050,60746948,9918,28,BANCO BRADESCO S.A.,Banco Múltiplo,1333,"PJ ALTO VALOR CAMPINAS LESTE - URB. CAMPINAS, SP            ",AVENIDA JOÃO JORGE,370,1° PAVIMENTO                                      ,VILAINDUSTRIAL,13035-680,CAMPINAS,SP,16/11/2022 ,19,32725355,9999013326,3509502,-22.91263,-47.06348,,
3052,60746948,43,71,BANCO BRADESCO S.A.,Banco Múltiplo,605,"AVENIDA DAS AMOREIRAS,URB.CAMPINAS,SP                       ",AV. DAS AMOREIRAS,2160,                                                  ,PARQUEINDUSTRIAL,13036-120,CAMPINAS,SP,1975-08-09 00:00:00,19,32731199,9999968425,3509502,-22.93063,-47.08653,,
3053,90400888,319,60,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,565,AMOREIRAS-CAMPINAS-SP                                       ,"AV. AMOREIRAS, 2167",          ,                                                  ,AMOREIRAS,13036-120,CAMPINAS,SP,31/08/2006 ,19,37724400,9999724895,3509502,-22.93063,-47.08653,,
3054,60701190,835,57,ITAÚ UNIBANCO S.A.,Banco Múltiplo,652,CAMPINAS/JOAO JORGE-SP                                      ,"AV. JOAO JORGE, 187",          ,                                                  ,CENTRO,13036-180,CAMPINAS,SP,1977-12-08 00:00:00,11,30034828,9999969681,3509502,-22.92166,-47.06915,,
3055,60701190,1442,89,ITAÚ UNIBANCO S.A.,Banco Múltiplo,1419,CAMPINAS/AMOREIRAS-SP                                       ,"AV. DAS AMOREIRAS, 3640",          ,                                                  ,JARDOMDOLAGO,13036-225,CAMPINAS,SP,23/03/1992 ,11,30034828,9999969114,3509502,-22.91568,-47.06849,,
3057,60701190,1542,41,ITAÚ UNIBANCO S.A.,Banco Múltiplo,4458,CAMPINAS/JDIM DO TREVO-SP                                   ,"AV. PAPA PAULO VI, 402",          ,                                                  ,JARDIMDOTREVOI,13040-000,CAMPINAS,SP,1994-06-05 00:00:00,11,30034828,9999969014,3509502,-22.92874,-47.06908,,
3061,60701190,1032,56,ITAÚ UNIBANCO S.A.,Banco Múltiplo,940,CAMPINAS/SANTO ANTONIO-SP                                   ,"AV. DA SAUDADE, 1065",          ,                                                  ,CENTRO,13041-670,CAMPINAS,SP,26/02/1982 ,11,30034828,9999969512,3509502,-22.91978,-47.05354,,
3062,90400888,1494,56,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,4191,AG. CAMPINAS - SANTO ANTONIO                                ,"AVENIDA DA SAUDADE, 888",          ,                                                  ,PONTEPRETA,13041-670,CAMPINAS,SP,30/04/2009 ,19,37417900,9999608018,3509502,-22.91978,-47.05354,,
3063,90400888,2602,17,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1332,001 1332 CAMPINAS-SANTO ANTONIO SP II                       ,AV DA SAUDADE,888,                                                  ,PONTEPRETA,13041-670,CAMPINAS,SP,28/12/2010 ,19,37052500,9999537866,3509502,-22.91978,-47.05354,,
3064,90400888,2697,88,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,1579,001 1579 CAMPINAS-SANTO ANTONIO SP I                        ,AV DA SAUDADE,888,                                                  ,PONTEPRETA,13041-670,CAMPINAS,SP,28/12/2011 ,19,37052150,9999464983,3509502,-22.91978,-47.05354,,
3067,60701190,2886,4,ITAÚ UNIBANCO S.A.,Banco Múltiplo,7160,CAMPINAS/OURO VERDE                                         ,"AV. SUAÇUNA, 716",          ,                                                  ,VILAAEROPORTO,13054-105,CAMPINAS,SP,2006-06-12 00:00:00,11,30034828,9999711483,3509502,-22.97143,-47.12825,,
3068,60746948,2871,44,BANCO BRADESCO S.A.,Banco Múltiplo,2726," OURO VERDE - URB. CAMPINAS, SP                             ",AVENIDA SUAÇUNA,711,                                                  ,VILAAEROPORTO,13054-105,CAMPINAS,SP,25/11/1996 ,19,2378866,9999965815,3509502,-22.97143,-47.12825,,
3069,90400888,2580,77,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,980,001-0980 OURO VERDE-INT-SP                                  ,AVENIDA SUAÇUNA 374,          ,QUART 4212 QD 56 LT 15                            ,VILAAEROPORTO,13054-105,CAMPINAS,SP,2010-12-11 00:00:00,19,37667400,9999542637,3509502,-22.97143,-47.12825,,
3071,90400888,3359,18,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,2441,001 2441 CAMPO GRANDE-CAMPINAS-SP                           ,R EDSON LUIZ RIGONATTO,1185,                                                  ,JDMETONOPOLIS,13058-463,CAMPINAS,SP,15/02/2022 ,19,37371971,9999049647,3509502,-22.9507,-47.18719,,
3072,60701190,2907,73,ITAÚ UNIBANCO S.A.,Banco Múltiplo,7165,CAMPINAS/AV. RUY RODRIGUEZ                                  ,"AV. RUY RODRIGUEZ, 878",          ,                                                  ,JD.NOVOCAMPOSELISEOS,13060-192,CAMPINAS,SP,15/12/2006 ,11,30034828,9999709777,3509502,-22.93889,-47.10678,,
3073,90400888,3089,45,BANCO SANTANDER (BRASIL) S.A.,Banco Múltiplo,2299,001 2299 RUY RODRIGUEZ-CAMPINAS-SP                          ,AV RUY RODRIGUEZ,714,                                                  ,JDNVCAMPOSELISEOS,13060-192,CAMPINAS,SP,2019-05-08 00:00:00,19,37231200,9999171520,3509502,-22.93889,-47.10678,,
3076,60701190,2753,83,ITAÚ UNIBANCO S.A.,Banco Múltiplo,6514,CAMPINAS/JARDIM LONDRES                                     ,"RUA JOSÉ ROSOLEM, 715",          ,                                                  ,JARDIMLONDRES,13060-222,CAMPINAS,SP,2005-09-12 00:00:00,11,30034828,9999754861,3509502,-22.91947,-47.11107,,
3077,60746948,5562,26,BANCO BRADESCO S.A.,Banco Múltiplo,2582,RODOVIA ANHANGUERA-BOSCH                                    ,RODOVIA ANHANGUERA KM 98,S/N       ,                                                  ,BOAVISTA,13065-900,CAMPINAS,SP,24/02/1997 ,19,2441389,9999965494,3509502,-22.88123,-47.11629,,
3078,60746948,2209,2,BANCO BRADESCO S.A.,Banco Múltiplo,1969,BONFIM                                                      ,"AV. GOV.PEDRO DE TOLEDO, 1243",          ,                                                  ,BONFIM,13070-000,CAMPINAS,SP,1986-05-05 00:00:00,0,910787,9999966422,3509502,-22.89211,-47.07581,,
