,0
27700-000,-43.59912800000001
27998-000,-41.6410914
28100-000,-41.2586708
28110-000,-41.2563809
28200-000,-41.0495434
28230-000,-41.1602597
28250-000,-41.6410914
28300-000,-41.8799408
28360-000,-41.7407394
28375-000,-41.8203268
28380-000,-41.9394892
28390-000,-42.0979633
28400-000,-41.8004409
28430-000,-41.8997976
28455-000,-41.9394892
28460-000,-42.1375086
28470-000,-42.1967716
28495-000,-42.1375086
28500-000,-42.3544831
28540-000,-42.3347949
28545-000,-42.25596850000001
28550-000,-42.0979633
28570-000,-42.05838860000001
28637-000,-42.6684924
28640-000,-42.57056740000001
28650-000,-42.5117238
28660-000,-42.3544831
28680-000,-42.7857583
28735-000,-41.401196
28740-000,-41.8600768
28750-000,-42.1967716
28770-000,-41.8799408
28800-000,-42.5901672
28820-000,-42.4331624
28860-000,-42.1177396
28880-000,-41.9839668
28890-000,-41.9698535
28900-000,-42.0309207
28930-000,-42.2165112
28940-000,-42.1375086
28950-000,-41.94940750000001
28960-000,-42.22637830000001
28970-000,-42.3586138
28990-000,-42.5313457
29135-000,-40.4923608
29185-000,-40.3700923
29230-000,-40.67528530000001
29240-000,-40.8374011
29255-000,-40.7766611
29260-000,-40.8374011
29280-000,-40.8576334
29285-000,-40.7665315
29290-000,-40.9384914
29295-000,-41.01923490000001
29330-000,-40.9990597
29345-000,-40.8980767
29350-000,-41.0797172
29360-000,-41.1602597
29370-000,-41.260776
29375-000,-41.1401349
29380-000,-41.401196
29390-000,-41.7407394
29395-000,-41.5412618
29398-000,-41.62114
29400-000,-41.401196
29460-000,-41.6311166
29470-000,-41.6610356
29480-000,-41.3410594
29490-000,-41.1803774
29500-000,-41.4812771
29550-000,-41.3811577
29560-000,-41.7208243
29580-000,-41.7904952
29600-000,-41.1602597
29615-000,-41.0797172
29620-000,-40.8980767
29630-000,-41.3009321
29640-000,-40.5127142
29645-000,-40.8374011
29650-000,-40.5940565
29665-000,-40.6955747
29670-000,-40.4108767
29680-000,-40.4516329
29690-000,-40.8374011
29725-000,-40.5330604
29730-000,-40.9990597
29750-000,-40.8374011
29760-000,-40.9788775
29770-000,-41.0595636
29780-000,-40.5127142
29785-000,-40.3292795
29795-000,-40.7361322
29800-000,-40.8374011
29820-000,-40.9788775
29830-000,-40.5127142
29845-000,-40.3292795
29850-000,-40.71585700000001
29885-000,-40.5330604
29890-000,-40.2680075
29920-000,-40.3496894
29927-000,-40.1862129
29950-000,-40.1043057
29960-000,-39.8579118
29970-000,-40.0222864
29980-000,-40.1862129
32400-000,-44.0675018
32450-000,-44.1150413
32900-000,-44.3425754
33200-000,-43.9341408
33350-000,-43.9722816
33400-000,-43.8864226
33461-244,-80.09260139999999
33600-000,-44.03895540000001
33980-000,-43.6759049
34000-000,-43.9593822
34800-000,-43.59912800000001
34990-000,-43.5799151
35110-000,-41.9394892
35120-000,-41.8203268
35125-000,-41.6410914
35140-000,-41.8799408
35148-000,-42.0880724
35167-000,-42.5117238
35177-000,-42.9027576
35190-000,-42.25596850000001
35195-000,-42.4331624
35200-000,-41.2406872
35230-000,-41.1602597
35240-000,-41.4812771
35270-000,-41.3410594
35277-000,-41.1803774
35280-000,-41.260776
35290-000,-41.0797172
35324-000,-42.2461069
35330-000,-41.8997976
35338-000,-42.05838860000001
35340-000,-42.2756861
35350-000,-42.4331624
35365-000,-42.4528138
35367-000,-42.3347949
35370-000,-42.6880552
35380-000,-42.7271587
35390-000,-42.5901672
35400-000,-43.5606946
35420-000,-43.3680788
35436-000,-43.0389191
35440-000,-42.96115710000001
35450-000,-43.8099758
35460-000,-44.13404389999999
35470-000,-44.0008674
35490-000,-44.0579882
35494-000,-44.2668514
35514-000,-44.51251269999999
35515-000,-45.0559871
35516-000,-44.831834
35519-000,-44.9626829
35521-000,-44.20997910000001
35530-000,-44.813111
35534-000,-44.6442629
35536-000,-44.4181786
35537-000,-44.51251269999999
35540-000,-44.7381432
35547-000,-44.8879576
35550-000,-45.1120424
35557-000,-44.7645525
35560-000,-45.2243578
35570-000,-45.4874873
35588-000,-45.5402288
35590-000,-45.4874873
35595-000,-45.6763443
35600-000,-45.2243578
35603-000,-45.186889
35604-000,-45.4061396
35606-000,-45.2243578
35610-000,-45.5251982
35620-000,-45.3745358
35628-000,-45.5251982
35640-000,-44.92533539999999
35650-000,-44.8879576
35666-000,-44.6818377
35668-000,-44.8692573
35669-000,-44.6630541
35670-000,-44.4370606
35675-000,-44.3520324
35685-000,-44.455935
35720-000,-44.03895540000001
35740-000,-44.1798141
35765-000,-44.4653693
35774-000,-44.493661
35790-000,-44.4748018
35830-000,-43.6759049
35860-000,-43.5222313
35910-000,-43.0389191
35920-000,-43.0000529
35935-000,-43.2908233
35938-000,-43.1165621
35940-000,-43.1359542
35950-000,-43.1359542
35960-000,-43.59912800000001
35970-000,-43.5029884
35986-000,-42.6880552
35995-000,-42.9027576
36120-000,-43.3101484
36130-000,-43.8864226
36140-000,-43.9055155
36160-000,-43.0389191
36170-000,-43.0389191
36180-000,-43.1553389
36212-000,-43.9532149
36240-000,-43.5222313
36260-000,-43.3680788
36280-000,-43.9055155
36325-000,-44.1625338
36340-000,-44.2857937
36345-000,-44.0579882
36350-000,-44.5878439
36370-000,-44.6066578
36400-000,-43.7525619
36415-000,-43.8482142
36420-000,-43.6567219
36480-000,-43.2908233
36500-000,-42.96115710000001
36512-000,-43.0389191
36520-000,-42.84429129999999
36540-000,-43.1165621
36544-000,-42.9806087
36550-000,-42.7955185
36555-000,-42.5901672
36570-000,-42.8832763
36580-000,-42.8832763
36600-000,-43.1165621
36640-000,-43.0389191
36660-000,-42.7271587
36680-000,-43.0000529
36700-000,-42.6684924
36730-000,-42.374164
36750-000,-42.3347949
36780-000,-42.8832763
36784-000,-42.7955185
36790-000,-42.6097596
36800-000,-42.0385904
36820-000,-42.1770246
36830-000,-41.9394892
36844-000,-42.05838860000001
36855-000,-42.25596850000001
36880-000,-42.4331624
36893-000,-42.4135036
36900-000,-42.1177396
36910-000,-42.25596850000001
36930-000,-42.0385904
36950-000,-41.7208243
36955-000,-41.4812771
36960-000,-41.5612423
36970-000,-41.9394892
36976-000,-41.9791516
36980-000,-41.5612423
37110-000,-45.5818214
37115-000,-46.3240951
37120-000,-45.7142063
37130-000,-45.9420118
37140-000,-46.1517858
37145-000,-46.0944845
37148-000,-46.2282927
37150-000,-46.0944845
37160-000,-45.7142063
37170-000,-45.6385125
37190-000,-45.4874873
37195-000,-45.544065
37200-000,-45.0373171
37220-000,-44.7608331
37225-000,-45.186889
37235-000,-45.3933422
37250-000,-45.2618568
37260-000,-45.0933497
37262-000,-44.9440129
37264-000,-45.0653249
37270-000,-45.2618568
37275-000,-45.5629394
37278-000,-45.0559871
37280-000,-45.2618568
37300-000,-44.2857937
37350-000,-44.2857937
37400-000,-45.4121561
37405-000,-45.4686431
37410-000,-45.186889
37418-000,-44.9626829
37420-000,-45.2618568
37430-000,-45.0933497
37440-000,-44.9440129
37443-000,-44.813111
37445-000,-44.813111
37450-000,-44.6630541
37460-000,-44.98134520000001
37464-000,-44.9159938
37465-000,-45.1120424
37466-000,-44.7381432
37470-000,-45.027985
37476-000,-45.2806177
37480-000,-45.3933422
37484-000,-45.544065
37490-000,-45.5629394
37514-000,-45.2618568
37517-000,-45.2431035
37520-000,-45.4686431
37524-000,-45.506339
37530-000,-45.6385125
37540-000,-45.6385125
37542-000,-45.9991326
37545-000,-45.7710559
37548-000,-45.7710559
37550-000,-45.9420118
37564-000,-46.1517858
37570-000,-46.400872
37578-000,-46.3432781
37580-000,-46.4970116
37590-000,-46.612626
37600-000,-46.0753991
37620-000,-46.3049196
37640-000,-46.3240951
37650-000,-46.0944845
37653-000,-46.0356402
37660-000,-45.8089934
37720-000,-46.400872
37730-000,-46.2474381
37750-000,-45.9420118
37757-000,-46.01818799999999
37775-000,-46.2474381
37780-000,-46.400872
37795-000,-46.5547852
37800-000,-46.6898516
37810-000,-46.7865516
37820-000,-46.9222445
37860-000,-46.400872
37880-000,-46.400872
37890-000,-46.4970116
37900-000,-46.6273468
37925-000,-46.01818799999999
37940-000,-46.400872
37945-000,-46.2474381
37948-000,-46.5355198
37950-000,-47.0193913
37958-000,-46.941659
37965-000,-46.70917670000001
37968-000,-46.9806963
37970-000,-46.8834379
37975-000,-46.7671967
37980-000,-46.941659
37990-000,-47.0972424
38120-000,-48.3190276
38130-000,-48.6388879
38140-000,-48.9605972
38160-000,-47.7243139
38170-000,-47.2142417
38175-000,-47.4882762
38190-000,-47.3706554
38195-000,-47.6455169
38200-000,-48.9605972
38210-000,-48.6589406
38220-000,-48.598804
38230-000,-49.1423666
38240-000,-49.4059435
38270-000,-49.7728757
38280-000,-50.265662
38290-000,-50.7624493
38295-000,-50.6378804
38310-000,-49.9366899
38320-000,-50.265662
38360-000,-49.5687416
38380-000,-49.2435998
38390-000,-49.1423666
38400-000,-48.1971697
38430-000,-48.7593128
38465-000,-49.1839503
38475-000,-48.88134549999999
38490-000,-47.8822604
38500-000,-47.4882762
38510-000,-47.4686543
38525-000,-47.7243139
38550-000,-47.2142417
38570-000,-47.058302
38600-000,-46.9028375
38610-000,-46.670534
38640-000,-45.8279734
38650-000,-46.1326778
38660-000,-46.670534
38680-000,-46.0563212
38700-000,-46.4774272
38720-000,-46.3240951
38730-000,-46.70917670000001
38735-000,-46.6512239
38740-000,-47.058302
38750-000,-46.2857516
38760-000,-46.6319212
38770-000,-45.9039689
38779-000,-45.9800848
38780-000,-46.7478493
38785-000,-46.7478493
38790-000,-45.5251982
38800-000,-46.01818799999999
38810-000,-46.2857516
38840-000,-46.1709012
38880-000,-45.8279734
38900-000,-45.9800848
38910-000,-45.79002089999999
38950-000,-46.5933382
38970-000,-46.1709012
39100-000,-43.7142484
39120-000,-43.8290988
39130-000,-43.6567219
39150-000,-43.4452148
39170-000,-43.058341
39200-000,-44.6254642
39205-000,-45.07466460000001
39230-000,-43.98181200000001
39260-000,-44.6254642
39270-000,-44.8879576
39280-000,-45.1494505
39300-000,-44.92533539999999
39320-000,-44.813111
39330-000,-44.4370606
39340-000,-44.3614875
39370-000,-44.4370606
39390-000,-43.8673222
39430-000,-43.8673222
39440-000,-43.40666179999999
39450-000,-43.9055155
39460-000,-44.1720266
39470-000,-44.13404389999999
39480-000,-44.92533539999999
39495-000,-44.4748018
39500-000,-42.9806087
39508-000,-43.7142484
39510-000,-43.0971625
39517-000,-43.1359542
39520-000,-43.058341
39527-000,-42.82478769999999
39530-000,-42.4724578
39540-000,-41.9989718
39550-000,-41.9989718
39560-000,-42.1177396
39570-000,-42.941698
39580-000,-43.5606946
39600-000,-41.9989718
39620-000,-41.4812771
39625-000,-41.5612423
39630-000,-42.3544831
39640-000,-42.5117238
39648-000,-42.4135036
39650-000,-42.4724578
39660-000,-42.82478769999999
39665-000,-43.0971625
39670-000,-42.7857583
39680-000,-42.5117238
39690-000,-42.1177396
39700-000,-42.5117238
39705-000,-42.7662325
39707-000,-42.6880552
39710-000,-42.2756861
39730-000,-42.6880552
39740-000,-42.82478769999999
39750-000,-43.058341
39770-000,-42.84429129999999
39780-000,-42.3544831
39784-000,-42.6097596
39790-000,-42.2756861
39795-000,-42.5117238
39815-000,-41.6410914
39818-000,-41.5612423
39820-000,-41.9989718
39825-000,-41.8004409
39827-000,-41.8004409
39830-000,-41.8799408
39835-000,-41.7407394
39848-000,-41.3811577
39850-000,-41.1602597
39860-000,-40.4312584
39864-000,-40.8778586
39868-000,-40.2475694
39873-000,-40.7361322
39880-000,-40.9990597
39890-000,-41.0394028
39895-000,-40.7564002
39900-000,-40.7564002
39912-000,-40.9182876
39915-000,-40.6955747
39925-000,-40.0222864
39930-000,-40.3496894
39935-000,-40.2884386
39940-000,-40.5737316
39945-000,-40.3700923
39950-000,-40.5127142
39960-000,-41.0394028
39970-000,-41.1602597
39980-000,-41.5612423
39990-000,-41.5212742
40223-060,-85.5457689
42600-000,-38.6267637
42700-000,-38.3271112
42800-000,-38.28558580000001
42850-000,-38.3060321
43700-000,-38.42188489999999
43850-000,-38.5270305
43900-000,-38.5900375
44190-000,-39.2583293
44200-000,-38.7577605
44230-000,-38.7577605
44245-000,-38.7158702
44250-000,-38.7996239
44255-000,-38.7577605
44300-000,-38.8623683
44330-000,-38.9459326
44340-000,-39.1023228
44360-000,-39.0085346
44380-000,-39.1335549
44400-000,-39.0085346
44420-000,-38.9250517
44460-000,-38.6844347
44470-000,-38.7158702
44500-000,-39.3621196
44530-000,-39.2271588
44540-000,-39.2583293
44600-000,-39.734338
44620-000,-40.1862129
44630-000,-40.1862129
44640-000,-39.44502809999999
44660-000,-39.3621196
44695-000,-40.001764
44700-000,-40.5533995
44720-000,-40.5533995
44740-000,-40.3496894
44770-000,-40.3496894
44790-000,-40.7969149
44800-000,-40.5127142
44830-000,-40.5940565
44840-000,-40.7564002
44850-000,-41.12000279999999
44880-000,-41.4812771
44900-000,-41.8203268
44905-000,-41.8004409
44915-000,-41.7208243
44930-000,-42.0187848
44970-000,-42.1967716
44990-000,-42.1177396
45120-000,-40.5940565
45140-000,-40.5127142
45150-000,-40.9990597
45157-000,-41.2406872
45160-000,-41.1803774
45180-000,-40.8778586
45190-000,-40.4312584
45260-000,-40.3496894
45270-000,-40.1862129
45280-000,-40.1043057
45300-000,-39.6311688
45315-000,-39.7549511
45345-000,-39.940155
45350-000,-40.1657466
45360-000,-40.5533995
45375-000,-40.2680075
45400-000,-39.1959729
45416-000,-39.4243113
45430-000,-39.2167652
45435-000,-39.17517369999999
45440-000,-39.0919087
45445-000,-39.1127352
45450-000,-39.465738
45465-000,-39.5071372
45480-000,-39.5071372
45530-000,-39.1959729
45545-000,-39.3932232
45550-000,-39.5278264
45570-000,-39.7137181
45580-000,-39.6724573
45585-000,-39.8579118
45590-000,-40.001764
45610-000,-39.5071372
45630-000,-39.465738
45638-000,-39.5898526
45680-000,-39.299866
45690-000,-39.1959729
45700-000,-40.0222864
45745-000,-39.54850870000001
45760-000,-40.390488
45770-000,-40.2475694
45780-000,-40.0222864
45790-000,-39.7755571
45800-000,-39.0710754
45807-000,-39.2375507
45810-000,-39.2375507
45816-000,-39.0876012
45818-000,-39.0979221
45836-000,-39.734338
45848-000,-39.5278264
45850-000,-39.7755571
45860-000,-39.1127352
45880-000,-39.5278264
45920-000,-39.6930912
45928-000,-39.8627978
45930-000,-39.734338
45936-000,-39.8663118
45960-000,-40.1862129
45970-000,-40.390488
45980-000,-39.3621196
45995-000,-39.738866
46100-000,-41.68097239999999
46110-000,-41.8004409
46140-000,-41.9989718
46170-000,-41.8004409
46190-000,-42.2756861
46200-000,-42.0385904
46220-000,-42.0385904
46250-000,-41.7208243
46290-000,-42.2756861
46300-000,-42.2756861
46330-000,-42.4331624
46350-000,-42.6684924
46380-000,-42.84429129999999
46400-000,-42.5117238
46430-000,-42.82478769999999
46445-000,-43.8673222
46460-000,-43.2521507
46470-000,-43.0971625
46500-000,-42.7857583
46530-000,-42.7857583
46550-000,-42.1177396
46570-000,-42.5117238
46600-000,-41.1602597
46640-000,-41.3611121
46650-000,-41.2406872
46750-000,-41.5212742
46760-000,-41.3209993
46765-000,-41.84020539999999
46800-000,-40.5533995
46810-000,-41.0797172
46820-000,-41.3209993
46830-000,-41.2004878
46860-000,-40.2271243
46875-000,-39.7755571
46880-000,-40.2271243
46900-000,-41.84020539999999
46930-000,-41.5612423
46960-000,-41.3209993
46970-000,-41.1602597
46980-000,-41.5612423
47100-000,-43.1390731
47120-000,-43.6375314
47150-000,-44.5501935
47200-000,-42.3938375
47240-000,-43.0194897
47300-000,-41.441251
47350-000,-41.7606472
47400-000,-42.941698
47500-000,-43.0971625
47520-000,-43.2134484
47530-000,-42.7857583
47590-000,-42.4331624
47600-000,-43.2521507
47630-000,-43.7142484
47640-000,-44.4748018
47650-000,-45.4498065
47690-000,-44.3236557
47700-000,-44.0199152
47740-000,-43.8290988
47820-000,-45.29938620000001
47830-000,-44.4748018
47850-000,-46.0563212
47940-000,-43.8673222
47960-000,-44.6254642
47970-000,-45.2243578
47990-000,-45.9039689
48110-000,-38.3843877
48120-000,-38.2110938
48180-000,-38.1054495
48280-000,-38.1265916
48300-000,-37.681228
48330-000,-37.9360755
48360-000,-37.9996401
48370-000,-37.8512309
48400-000,-38.5270305
48410-000,-38.44292739999999
48430-000,-37.9148742
48450-000,-38.5060147
48460-000,-38.5270305
48470-000,-38.3587174
48475-000,-38.2322028
48480-000,-38.1899782
48490-000,-38.3587174
48500-000,-38.7368187
48540-000,-38.5690418
48570-000,-38.1899782
48580-000,-37.9360755
48630-000,-38.6949149
48680-000,-39.4035876
48700-000,-38.9459326
48730-000,-39.2791011
48760-000,-39.0710754
48790-000,-38.7368187
48800-000,-39.4864411
48830-000,-39.1127352
48840-000,-39.44502809999999
48850-000,-39.8990473
48860-000,-39.8990473
48880-000,-39.4035876
48890-000,-39.44502809999999
48925-000,-40.8778586
48930-000,-39.5691841
48950-000,-39.4035876
48960-000,-40.0633101
48970-000,-40.1043057
49008-900,-85.612648
49100-000,-37.2544065
49120-000,-37.2544065
49130-000,-37.2222912
49140-000,-36.970226
49160-000,-37.1472998
49170-000,-37.1901616
49180-000,-36.9755982
49190-000,-36.8034921
49200-000,-37.4254444
49250-000,-37.5321341
49260-000,-37.6599483
49270-000,-37.745028
49290-000,-37.7662816
49300-000,-38.0208151
49320-000,-37.7875287
