,0
04801-000,-23.72297
06763-460,-23.61004
13500-505,-22.41217
12212-000,-23.15872
05204-000,-23.40679
03356-060,-23.56734
08576-000,-23.49076
09910-720,-23.69278
17506-000,-22.19469
17011-066,-22.32586
15055-500,-20.79074
12080-080,-23.01893
11450-210,-23.94329
18110-065,-23.54295
17201-300,-22.29365
14800-390,-21.79919
13411-083,-22.67557
12031-001,-23.03675
08740-310,-23.54289
11701-090,-24.0109
18043-004,-23.50443
04365-001,-23.67253
05521-000,-23.60405
09210-630,-23.63345
09560-200,-23.6287
13170-036,-22.82342
13184-420,-22.86523
04764-001,-23.66979
04685-006,-23.67089
03014-000,-23.53872
04015-001,-23.58695
05076-000,-23.52246
05406-100,-23.55849
01501-050,-23.5525
08011-010,-23.49187
01101-010,-23.52827
13405-218,-22.70765
13486-100,-22.55932
03402-002,-23.5487
02340-000,-23.46883
03632-010,-23.52638
11025-001,-23.97909
13270-100,-22.96897
17050-280,-22.33119
14405-265,-20.5394
02831-000,-23.48418
13106-025,-22.87838
13035-270,-22.91063
17060-330,-22.3172
18609-083,-22.8709
03658-000,-23.52444
12400-010,-22.92509
12327-005,-23.30596
13800-207,-22.44665
13250-290,-23.00403
09710-011,-23.70367
13630-010,-21.99767
12940-800,-23.11794
14160-500,-21.14223
14701-000,-20.95154
19814-000,-22.66162
02010-300,-23.48579
06013-060,-23.53013
02915-100,-23.49948
02033-020,-23.49975
14802-500,-21.76328
03870-100,-23.50744
05508-010,-23.56032
45028-100,-14.86967
13574-031,-22.02792
69078-000,-3.12196
41820-910,-12.97813
65046-660,-2.55069
13480-070,-22.5689
13503-251,-22.41311
17519-000,-22.22025
19020-120,-22.11302
16020-265,-21.22688
12040-000,-23.0249
14802-396,-21.77831
06455-000,-23.49929
06090-020,-23.53019
11040-001,-23.97448
14025-390,-21.1842
02330-001,-23.46883
04165-001,-23.62666
14400-770,-20.54239
40255-370,-12.97547
20270-002,-22.91659
69304-015,2.83103
48903-580,-9.4134
26210-171,-22.75375
25070-330,-22.78795
25071-182,-22.79212
42827-000,-12.64966
30640-070,-19.97485
36202-360,-21.21553
69906-210,-9.98662
38414-348,-18.91273
32230-020,-19.97024
75020-030,-16.32862
70165-900,-15.80097
76820-340,-8.7623
69088-480,-3.0309
69054-700,-3.0713
79064-060,-20.54994
74303-280,-16.69786
36010-012,-21.76564
69305-098,2.82888
68509-060,-5.34309
41810-012,-12.99023
14080-530,-21.15175
33120-452,-19.79359
77024-002,-10.25507
72860-445,-16.25393
13025-320,-22.89707
79010-500,-20.43625
78740-126,-16.47838
49035-660,-10.98064
13330-005,-23.0868
11013-190,-23.93744
92020-240,-29.91065
69918-111,-9.97312
09041-321,-23.6576
39690-970,-17.79003
97060-002,-29.69329
32041-770,-19.91697
39401-001,-16.73721
21530-900,-22.83042
86046-000,-23.34539
70074-900,-15.80137
15503-027,-20.39407
13465-350,-22.73608
28010-000,-21.75596
71950-904,-15.86343
70095-900,-15.77829
70331-525,-15.80558
72546-200,-16.00501
16050-500,-21.19598
22431-050,-22.98344
86050-270,-23.33516
84040-150,-25.10552
87015-400,-23.42517
66055-260,-1.44816
70308-000,-15.80291
88015-100,-27.59249
70380-550,-15.82446
72600-300,-15.90154
85801-080,-24.95816
50070-160,-8.05603
68300-970,-1.40333
69918-048,-9.973
45985-200,-17.53366
86701-010,-23.40876
65903-250,-5.51512
91330-001,-30.02808
90010-260,-30.03009
12245-720,-23.19175
58400-515,-7.21956
01504-000,-23.56779
01012-000,-23.54732
01430-000,-23.56798
01427-002,-23.56435
04738-000,-23.64145
04794-000,-23.61933
30140-150,-19.93682
52060-180,-8.0311
48005-470,-12.14156
58400-468,-7.22449
56330-290,-9.3864
64049-370,-5.06996
68908-350,0.05654
30140-082,-19.92924
80730-350,-25.43589
70048-900,-15.78793
70095-901,-15.77829
70042-900,-15.77829
30160-017,-19.92904
79020-230,-20.45639
88330-050,-26.98683
74180-040,-16.70045
69057-010,-3.10999
25620-003,-22.51092
36025-290,-21.77669
25255-030,-22.6431
90560-005,-30.0258
99010-031,-28.2608
88110-639,-27.57751
01452-002,-23.57312
01031-001,-23.53969
49025-330,-10.93574
20091-040,-22.90044
93010-220,-29.76766
24030-078,-22.8931
22230-061,-22.93661
66635-110,-1.36311
38010-370,-19.75842
80030-030,-25.42235
20270-020,-22.91172
04062-000,-23.60183
08295-001,-23.55053
05512-100,-23.57638
40140-230,-13.00919
41940-457,-12.99486
40110-150,-12.99275
38400-242,-18.93111
26182-000,-22.71058
01442-001,-23.56529
74005-010,-16.67544
68903-362,0.00241
39400-215,-16.72312
22745-005,-22.936
59625-000,-5.19954
65073-005,-2.49665
88035-000,-27.59027
58037-051,-7.07925
29101-284,-20.34105
60150-165,-3.73496
74475-115,-16.61802
65066-160,-2.48507
31160-470,-19.87377
78010-500,-15.6006
35162-359,-19.46349
32315-172,-19.93611
04571-010,-23.6055
57035-380,-9.6558
77015-002,-10.24961
74215-240,-16.70216
80810-000,-25.41547
49010-906,-10.90894
58030-001,-7.11965
04532-001,-23.589
30160-019,-19.92904
89802-001,-27.11153
13201-012,-23.19065
04719-907,-23.63023
17502-000,-22.22236
89010-003,-26.91757
17016-050,-22.3435
80420-080,-25.43399
87014-070,-23.42123
60025-060,-3.73148
69918-099,-9.99049
77020-020,-10.23008
74020-200,-16.67544
79800-025,-22.22597
97015-371,-29.68173
64014-535,-5.09517
09605-000,-23.66328
29101-285,-20.34105
54410-902,-8.16787
37550-109,-22.23279
36500-026,-21.11965
29300-170,-20.84822
89160-155,-27.21648
78700-980,-16.4718
89700-085,-27.22941
78896-018,-12.54485
14026-040,-21.21317
08041-020,-23.51127
75908-740,-17.79308
29900-032,-19.40795
06020-000,-23.54802
72010-080,-15.77829
70360-520,-15.81523
71710-500,-15.86771
72405-015,-15.83227
73010-531,-15.65005
71200-900,-15.81891
70740-524,-15.76656
71208-900,-15.81912
71020-627,-15.8149
70300-903,-15.79318
74063-010,-16.67544
75083-350,-16.30563
01003-000,-23.54888
72135-030,-16.00896
72705-030,-15.82916
72215-500,-15.81852
70072-900,-15.80146
70610-430,-15.7875
70610-200,-15.82635
72800-480,-16.26923
70380-530,-15.82247
72225-250,-15.80514
72150-511,-15.82295
70632-200,-15.76408
70276-400,-15.82773
72020-065,-15.84952
70769-900,-15.74827
72445-010,-16.00764
72316-500,-15.87579
71070-640,-15.78617
71725-100,-15.85402
71570-050,-15.77754
72115-125,-15.82605
70340-906,-15.79785
70711-000,-15.78806
71505-000,-15.7216
70390-700,-15.82624
72545-970,-16.00579
70670-432,-15.80774
72876-902,-16.07264
71691-001,-15.79199
72220-309,-15.83587
72610-300,-15.90486
71810-300,-15.88252
70660-020,-15.7783
71910-360,-15.84626
72220-503,-15.82256
79002-351,-20.45985
71988-720,-15.7845
72110-015,-15.82695
72237-130,-15.74703
73350-202,-15.70109
70730-521,-15.77529
71680-349,-15.85129
72900-970,-15.94307
73062-806,-15.64525
72860-436,-16.25393
71200-010,-15.81891
70075-900,-15.7858
70070-550,-15.78084
71929-540,-15.83912
72405-610,-15.7823
72210-140,-15.82624
72425-000,-15.79897
71050-175,-15.77829
73310-150,-15.62051
70850-070,-15.77694
70040-909,-15.78913
72405-901,-15.7823
73310-000,-15.82608
73010-901,-15.62905
72115-902,-15.82273
70620-000,-15.77183
72215-110,-15.81411
72300-630,-15.80358
72115-901,-15.82272
38610-970,-16.36154
72306-003,-15.87685
73750-005,-15.43054
71570-903,-15.78015
72720-660,-15.68112
72007-090,-15.79147
71255-080,-16.01097
74070-010,-16.66736
70040-250,-15.7888
72145-450,-15.81205
70688-170,-15.81773
57020-255,-9.66511
58040-000,-7.11977
58037-000,-7.0975
58067-020,-7.20773
58037-432,-7.08912
71880-522,-15.90465
06029-900,-23.5493
88010-120,-27.59436
89201-250,-26.29799
88010-002,-27.59395
09680-900,-23.66493
01228-200,-23.55156
01451-010,-23.58456
01451-904,-23.57596
71608-900,-15.86956
70331-515,-15.80609
70346-520,-15.81564
70750-500,-15.76222
72010-030,-15.77829
70055-900,-15.78793
70630-000,-15.77217
74043-011,-16.67479
74505-011,-16.66989
75024-100,-16.32655
78005-500,-15.59793
79330-070,-19.00469
69010-050,-3.13275
66017-000,-1.45259
68005-000,-2.41716
65020-590,-2.52889
65602-010,-4.86236
64000-140,-5.07134
64200-970,-2.9035
60025-131,-3.7391
63010-222,-7.20354
59025-280,-5.78347
59037-200,-5.80047
59025-000,-5.78437
58010-770,-7.11809
58011-000,-7.12834
58100-263,-6.97181
58400-025,-7.21395
58700-070,-7.02714
50010-000,-8.0633
50770-000,-8.08001
51210-001,-8.128
52030-060,-8.03828
52070-200,-8.0231
50030-030,-8.06445
55002-400,-8.28473
55293-000,-8.88968
57020-090,-9.74516
57300-190,-9.75381
57600-050,-9.40605
49010-130,-10.90694
40445-001,-12.94182
48005-220,-12.13935
44002-296,-12.25186
45600-087,-14.79213
45200-902,-13.8615
45820-081,-16.3691
45000-904,-14.85797
48903-400,-9.41121
30120-070,-19.91838
30190-003,-19.92186
30120-060,-19.91979
30170-120,-19.92277
31010-514,-19.91253
31210-442,-19.91286
30140-140,-19.93682
31140-003,-19.8992
30150-330,-19.92355
30140-061,-19.92693
37130-073,-21.42849
38440-238,-18.65174
36200-074,-21.22451
36770-071,-21.38484
35790-207,-18.75462
35500-003,-20.14373
35570-024,-20.46187
35010-250,-18.8539
35160-304,-19.5063
35900-001,-19.63963
37500-180,-22.41426
38300-076,-18.97433
36016-310,-21.76564
36400-070,-20.65997
36900-103,-20.25785
39400-001,-16.72553
34000-087,-19.98226
38600-196,-17.21719
38700-122,-18.59013
38740-036,-18.93863
37701-012,-21.78693
35430-012,-20.41762
37550-157,-22.23483
36307-302,-21.13321
35700-640,-19.43872
39800-019,-17.86522
37410-137,-21.69874
36500-095,-19.86465
38400-122,-18.95687
38400-186,-18.92054
37002-035,-21.55843
36570-035,-20.7537
29010-360,-20.31976
29304-048,-20.85698
29700-011,-19.53547
29100-011,-20.33619
24230-102,-22.90469
27330-110,-22.54639
27123-000,-22.46915
28906-200,-22.87726
28010-230,-21.7578
25020-140,-22.79136
25900-094,-22.65642
26220-060,-22.75894
28613-001,-22.28032
26525-023,-22.8082
25520-662,-22.80138
25953-236,-22.41196
24445-360,-22.82278
25804-000,-22.11577
27260-150,-22.51747
20050-008,-22.90664
20090-003,-22.91195
21645-010,-22.82844
21810-011,-22.88115
22031-072,-22.96705
21032-000,-22.86162
22270-014,-22.95121
23050-102,-22.90405
21310-310,-22.88235
22240-000,-22.93432
22060-001,-22.96651
21940-005,-22.81039
21910-295,-22.80321
22020-002,-22.96651
22430-210,-22.98407
22291-060,-22.94914
20520-054,-22.93224
23510-006,-22.93002
20020-080,-22.90836
20940-001,-22.86275
01001-000,-23.55071
03180-001,-23.55755
01014-000,-23.54573
01310-918,-23.56059
01412-100,-23.56044
01318-001,-23.56433
03057-040,-23.54107
03012-010,-23.54229
01523-000,-23.5649
02515-000,-23.51053
05314-000,-23.53332
04381-000,-23.64939
07180-000,-23.45121
01043-000,-23.54614
07115-000,-23.45967
04029-100,-23.60815
04208-001,-23.58423
01026-001,-23.53957
05074-050,-23.5201
05033-002,-23.52274
79031-010,-20.45858
02731-000,-23.49998
03603-020,-23.52577
05420-001,-23.56005
01226-010,-23.53743
02310-001,-23.47756
02113-012,-23.51839
03126-050,-23.58148
13900-490,-22.70336
16901-001,-20.89795
16010-010,-21.20528
14801-050,-21.79609
19800-020,-22.66329
18705-060,-23.10263
14300-039,-20.89077
17010-180,-22.32726
14700-129,-20.95052
18602-903,-22.88933
12900-150,-22.95817
12281-630,-23.10046
13012-100,-22.90491
15800-105,-21.13514
12701-440,-22.57719
11510-000,-23.86788
15603-006,-20.27997
14400-670,-20.53684
17400-000,-22.21151
18200-014,-23.59181
13970-160,-22.43615
13250-329,-23.00591
13300-150,-23.2624
14870-140,-21.25721
12327-000,-23.30368
17201-460,-22.29491
13201-000,-23.18376
16400-505,-21.67196
12600-020,-22.73201
17509-051,-22.21105
15130-065,-20.81748
13730-038,-21.46645
13800-033,-22.43752
15400-085,-20.73943
19900-030,-22.9778
16300-013,-21.41657
12400-460,-22.92831
13400-330,-22.72376
18800-009,-23.19296
13630-140,-22.0087
19010-081,-22.12331
14010-080,-21.17692
13500-160,-22.28159
13320-200,-23.20743
09010-090,-23.65746
11013-200,-23.93681
09720-000,-23.70926
09510-020,-23.61397
13870-120,-21.97067
12245-031,-23.19388
15010-070,-20.81273
11310-071,-23.96665
18010-190,-23.49713
06754-190,-23.60863
15900-015,-21.4075
18270-330,-23.35713
12080-300,-23.02514
17600-005,-21.93297
13270-160,-22.97016
15500-010,-20.45244
11460-000,-23.98807
11045-003,-23.96512
18013-002,-23.49477
80010-130,-25.43525
80020-180,-25.42676
80045-340,-25.42767
80010-190,-25.43376
80610-260,-25.47127
80020-010,-25.43269
83702-310,-25.59391
83601-010,-25.45761
87300-005,-24.0398
84165-550,-25.76631
85010-250,-25.39188
84500-069,-25.42921
86010-919,-23.31181
83203-005,-25.51827
84010-260,-25.09015
86600-093,-23.31122
84600-295,-26.23293
88010-902,-27.59644
88075-540,-27.58225
89010-202,-26.91898
88350-200,-27.09458
89460-052,-26.17638
89802-120,-27.10117
88801-440,-28.67555
88301-441,-26.9114
89252-000,-26.48064
89201-000,-26.30517
88502-170,-27.81364
89160-906,-27.21248
88701-170,-28.48167
88900-902,-28.93695
90020-007,-30.02991
91349-900,-30.0253
90020-011,-30.02991
90160-003,-30.05338
92110-000,-29.95048
90440-002,-30.02037
90035-191,-30.03407
91740-000,-30.10725
90560-003,-30.0258
92200-714,-29.93477
90050-002,-30.04108
90880-480,-30.06035
90440-050,-30.03076
90220-007,-29.99744
91010-004,-30.00972
90010-350,-30.03586
90230-123,-30.01114
90870-001,-30.07878
90020-150,-30.02865
91360-001,-30.02288
90030-130,-30.02576
90035-072,-30.02935
97542-600,-29.78298
96400-006,-31.33351
95700-028,-29.16434
96780-034,-30.85281
92010-240,-29.92028
95010-000,-29.16784
98005-000,-28.64156
99700-394,-27.62882
93600-010,-29.65388
93265-157,-29.85013
95170-488,-29.22861
94010-011,-29.94159
92704-555,-30.10862
93510-365,-29.68561
99010-190,-28.26228
96015-000,-31.76378
96200-380,-32.031
96810-046,-29.71726
97050-001,-29.68734
98780-340,-27.86542
98801-610,-28.30105
97573-613,-30.89238
97300-376,-30.34049
93010-002,-29.76322
93800-026,-29.63447
95600-080,-29.64852
97501-636,-29.75555
95200-016,-28.51554
96200-270,-32.03809
97110-800,-29.70139
69900-076,-9.97335
30180-110,-19.91621
20040-006,-22.91195
21210-154,-22.84213
22290-070,-22.95587
07786-495,-23.33494
68371-000,-3.2061
68181-000,-4.27424
29900-040,-19.40108
58800-050,-6.75881
54505-560,-8.28282
59600-200,-5.19388
49500-118,-10.68607
79801-011,-22.22913
79601-000,-20.75481
75701-010,-18.16781
75800-062,-17.88192
75901-050,-17.79509
85810-000,-24.95517
87200-246,-23.6587
87501-170,-23.76278
89500-148,-26.77571
22010-100,-22.96365
16200-056,-21.29119
13840-190,-22.36956
18130-450,-23.52886
60165-010,-3.7238
81510-001,-25.46779
22410-001,-22.98397
85851-020,-25.54412
18400-430,-23.98195
15700-064,-20.26459
15990-010,-21.60343
85601-000,-26.07736
08010-000,-23.49348
36700-076,-21.53234
77803-140,-7.19431
04602-001,-23.62332
63500-050,-6.36241
78700-150,-16.48318
90110-001,-30.04957
55602-020,-8.11603
89700-128,-27.22809
89280-169,-26.24835
15014-050,-20.81796
76801-905,-8.76213
06311-000,-23.52124
64800-132,-6.76584
64600-094,-7.0746
08674-002,-23.53821
71020-617,-15.81995
65903-320,-5.54462
70092-900,-15.80115
80540-180,-25.40518
52060-904,-8.03706
69301-360,2.81897
72405-514,-16.02064
04132-001,-23.65779
68900-099,0.03959
09390-040,-24.09743
29075-910,-20.28209
80060-906,-25.42766
70047-900,-15.78793
74690-900,-16.59864
41820-908,-12.98111
21510-102,-22.84962
71605-495,-15.83626
13015-001,-22.90716
50740-710,-8.05169
21710-231,-22.87808
30130-008,-19.94407
68500-300,-5.35106
63113-500,-7.22794
78068-401,-15.61161
71720-520,-15.86907
01301-000,-23.55193
69100-900,-3.144
69151-270,-2.6248
84261-060,-24.32517
85900-020,-24.7282
58039-181,-7.1122
58400-052,-7.2189
06401-125,-23.50881
13660-039,-21.85521
63700-139,-5.17643
62500-004,-3.49844
61942-460,-3.88744
63900-195,-4.96917
59020-200,-5.79221
65300-115,-3.65699
47800-187,-12.14787
62322-145,-3.73097
73801-300,-15.54567
76382-187,-16.79976
77410-010,-11.72768
89560-200,-27.00577
11660-130,-23.61996
57022-180,-9.6716
24800-130,-22.90711
56302-906,-9.39836
31160-190,-19.88303
70273-510,-15.82266
66035-415,-1.45238
29051-035,-20.31501
91790-229,-30.15109
57055-000,-9.64415
94910-001,-29.94845
57240-024,-9.7814
89080-024,-26.89398
78550-286,-11.85459
64048-110,-5.07719
79070-900,-20.48929
13140-080,-22.76136
70046-900,-15.78793
51020-900,-8.11692
78210-900,-16.06463
75830-086,-17.56867
70049-900,-15.78793
54735-000,-7.99129
89300-170,-26.11583
88015-240,-27.58794
29018-250,-20.32003
29200-180,-20.66929
29176-110,-20.12432
66033-000,-1.45962
66010-000,-1.45259
79904-628,-22.5384
23900-315,-23.00671
80420-010,-25.43444
32600-225,-19.96959
35170-008,-19.52743
13330-180,-23.0868
13610-220,-22.18693
19700-015,-22.41551
07851-010,-23.33005
08550-350,-23.51828
23815-291,-22.87176
91310-002,-30.04372
93220-280,-29.82648
56903-415,-7.97637
56506-911,-8.41939
53030-905,-7.99811
60160-196,-3.73516
60025-001,-3.73844
88330-075,-26.98841
50050-050,-8.05925
68459-606,-3.78144
60325-000,-3.73096
09400-100,-23.71044
85301-050,-25.40399
30110-001,-19.91467
39442-016,-15.80384
53401-445,-7.94824
44440-900,-12.9811
43805-902,-12.6708
91900-000,-30.09847
94410-000,-30.083
13450-023,-22.75313
18681-000,-22.5982
11700-005,-24.00598
73010-512,-15.65067
73310-300,-15.65054
70760-524,-15.74827
08570-060,-23.47632
11410-161,-23.99805
14940-175,-21.75722
06850-730,-23.71783
48608-470,-9.40269
04563-011,-23.60636
68550-325,-8.03114
20230-014,-22.91438
74115-030,-16.68334
80030-000,-25.41904
81150-050,-25.50485
80060-070,-25.4344
81630-000,-25.47685
04112-000,-23.58832
01011-000,-23.54535
03356-000,-23.56361
02071-002,-23.50629
03512-000,-23.53676
74915-906,-16.74204
58020-500,-7.11523
04246-002,-23.61598
41213-000,-12.93339
57020-180,-9.66602
31615-310,-19.80399
22730-190,-22.92125
21060-100,-22.8554
20520-055,-22.93224
20970-007,-22.89449
50720-000,-8.05495
50060-000,-8.06905
51030-010,-8.1422
40110-160,-12.9914
29075-073,-20.27677
55192-030,-7.95889
70094-900,-15.78084
72710-582,-15.79062
70304-914,-15.80294
69020-070,-3.12624
49075-370,-10.91092
29164-044,-20.21728
60410-357,-3.75802
60192-205,-3.74489
42800-914,-12.73035
70381-510,-15.82734
33010-200,-19.76723
89110-901,-26.92921
88020-301,-27.59671
05438-100,-23.54627
74530-010,-16.68645
21532-290,-22.80459
20765-140,-22.87333
07600-027,-23.31836
57030-000,-9.6654
79006-000,-20.48441
45985-198,-17.53822
30140-003,-19.93129
17120-009,-22.47601
04028-003,-23.60815
03028-000,-23.5277
18870-009,-21.2561
13280-304,-23.03404
07400-555,-23.39604
13230-100,-23.20349
13150-029,-22.643
08500-405,-23.54442
13910-035,-22.70728
09220-611,-23.75948
09710-190,-23.70367
13010-001,-22.90613
18300-005,-24.00599
09571-010,-23.63591
04511-001,-23.59533
06804-010,-23.64772
06694-000,-23.54049
01214-000,-23.53583
01206-000,-23.53302
11060-900,-23.96897
03871-000,-23.498
40285-001,-12.99009
75388-238,-16.65248
55815-040,-7.844
28941-172,-22.83582
24900-445,-22.91708
24360-440,-22.91802
29130-148,-20.39108
83055-320,-25.48399
86010-000,-23.31323
50010-040,-8.06132
69085-000,-3.06609
69070-530,-3.14497
65025-001,-2.53064
66090-100,-1.4484
66645-250,-1.40859
80420-090,-25.44248
21230-500,-22.82487
28994-795,-22.89166
25070-005,-22.78991
24120-191,-22.8808
22451-040,-22.97722
22260-005,-22.95078
88025-255,-27.57293
06226-006,-23.51154
11609-001,-23.7994
01453-000,-23.58374
04321-130,-23.64432
02465-100,-23.48504
01427-000,-23.56435
02720-000,-23.48668
05042-001,-23.52497
04036-000,-23.5912
74610-090,-16.67267
70760-525,-15.74775
12243-001,-23.20113
20520-053,-22.93224
65020-300,-2.53438
30580-002,-19.96232
94810-001,-29.75845
85812-002,-24.95517
40260-001,-12.90669
69010-120,-3.12827
35182-054,-19.57766
60533-661,-3.77568
86060-000,-23.31367
80620-010,-25.45796
32400-403,-20.02033
78020-000,-15.60473
49010-340,-10.91841
70673-641,-15.79669
27253-223,-22.5129
24020-105,-22.89468
40015-901,-12.97125
40280-000,-12.98428
41940-350,-13.01371
40140-020,-13.0043
40070-080,-12.98397
80710-500,-25.43589
80530-000,-25.41922
32017-680,-19.91324
30380-380,-19.94561
30110-017,-19.92462
30112-011,-19.93735
38010-030,-19.74509
36051-000,-21.74238
38400-458,-18.91452
38010-280,-19.75344
29703-100,-19.51939
89036-004,-26.91887
87013-130,-23.42354
84010-380,-25.27586
69055-000,-3.08087
74045-010,-16.66485
74070-030,-16.67119
86020-380,-23.3121
89211-300,-26.33112
72115-120,-15.82303
57020-050,-9.66208
45600-004,-14.79213
60135-238,-3.75138
60720-080,-3.77384
80420-190,-25.43678
79002-214,-20.4573
78020-300,-15.60876
03149-100,-23.56816
01327-002,-23.56242
09080-500,-23.6477
74810-907,-16.70843
65051-310,-2.5415
65076-190,-2.50715
66040-172,-1.45606
54410-010,-8.19118
53429-000,-7.89469
50030-000,-8.06349
52020-015,-8.04525
50050-290,-8.05603
59078-600,-5.85715
90040-001,-30.03539
95020-172,-29.1669
95097-000,-29.17924
91010-005,-30.00972
90610-000,-30.04833
99010-060,-28.26048
96015-280,-31.76671
97060-003,-29.69329
91770-000,-30.14034
05405-000,-23.55849
09310-080,-23.66816
13208-053,-23.19033
04355-001,-23.63492
13076-007,-22.88314
64018-290,-5.10552
64017-090,-5.0961
06013-050,-23.53126
01531-000,-23.57
15015-300,-20.81201
44001-296,-12.25459
11060-000,-23.9462
04617-002,-23.61708
03350-000,-22.84937
26210-150,-22.75868
26215-512,-22.75409
28620-000,-22.3046
74423-010,-16.68125
80230-150,-25.44218
80530-010,-25.41704
86015-000,-23.33005
82810-060,-25.43745
80220-200,-25.45397
03635-001,-23.52233
89204-001,-26.29132
30411-330,-19.92376
36016-450,-21.77215
35010-131,-18.8598
29122-355,-20.33965
93125-144,-29.73541
90880-001,-30.06444
65030-001,-2.54258
20511-000,-22.92175
25620-002,-22.51092
01229-001,-23.54048
08115-100,-23.48758
04063-004,-23.60183
03318-000,-23.54441
02306-002,-23.47226
89052-001,-26.88999
88802-260,-28.68202
30160-011,-19.91852
14403-460,-20.54124
49026-900,-10.94408
34505-830,-19.89053
31270-672,-19.85271
67030-007,-1.36764
87013-040,-23.42354
84053-000,-25.08447
93022-970,-29.79239
88130-101,-27.64522
01452-919,-23.5695
04701-200,-23.60673
76963-887,-11.43771
76900-036,-10.8757
76980-153,-12.73982
76870-074,-9.91597
75680-021,-17.73564
74230-030,-16.71413
90010-210,-30.0306
90550-140,-30.00989
88304-300,-26.90404
88015-900,-27.59412
88160-144,-27.49869
88101-091,-27.59243
88010-010,-27.59669
88370-902,-26.89537
66810-000,-1.25527
13206-716,-23.20176
60356-412,-3.73798
60175-070,-3.7277
89801-140,-27.09556
89201-300,-26.29816
58110-160,-7.12483
78053-734,-15.56737
60015-290,-3.73868
89010-000,-26.91757
13380-013,-22.77734
14025-000,-21.18448
82300-332,-25.41785
60040-530,-3.75008
61900-225,-3.87773
29090-860,-20.26493
60833-005,-3.79437
79002-075,-20.46245
64022-135,-5.13453
64001-300,-5.09515
17010-031,-22.32028
14010-100,-21.17806
13560-290,-22.02543
19010-270,-22.12158
17500-020,-22.2244
64000-917,-5.0881
59140-200,-5.92129
59108-550,-5.75684
29300-195,-20.84757
29162-780,-20.195
59054-700,-5.82343
57037-901,-9.64714
79800-022,-22.22597
13220-005,-23.21287
17016-190,-22.33695
12215-651,-23.19056
13465-590,-22.74263
31170-360,-19.88676
45990-000,-17.53332
49025-230,-10.93478
60030-140,-3.72561
15015-700,-20.80928
49010-120,-10.91379
30170-000,-19.92509
53610-901,-7.82317
51110-131,-8.08809
06600-055,-23.52943
18110-005,-23.53776
06053-014,-23.55063
07064-002,-23.4576
13405-260,-22.70721
09656-000,-23.65322
15015-000,-20.81454
40150-120,-12.99783
58407-363,-7.2225
79004-000,-20.47939
79021-151,-20.45366
97020-000,-29.69936
20261-063,-22.92497
30112-020,-19.93324
35522-008,-19.87764
75080-240,-16.31638
20720-011,-22.90408
72210-120,-15.81283
74255-220,-16.70914
69900-715,-9.96619
74823-080,-16.71377
75123-390,-16.33995
35180-028,-19.53836
29043-260,-20.29799
14401-110,-20.52999
35160-019,-19.47627
51020-021,-8.1266
89068-001,-26.82248
30110-028,-19.93052
49045-760,-10.93471
20070-006,-22.90254
72020-111,-15.84688
70715-900,-15.78914
57045-000,-9.61831
49035-900,-10.94379
36036-000,-21.75451
65036-010,-2.5398
74015-908,-16.67336
49015-380,-10.92426
32600-125,-19.96794
20070-003,-22.90254
29057-565,-20.29554
29100-295,-20.34265
28010-801,-21.76007
77020-008,-10.19016
81050-000,-25.48392
09710-010,-23.70367
86084-000,-23.25797
74930-530,-16.76894
11250-048,-23.84424
86015-904,-23.33341
28893-093,-22.44419
12246-870,-23.21697
76807-313,-8.79169
55012-030,-8.28025
32800-098,-19.7579
68900-110,0.03515
20031-202,-22.91099
20041-004,-22.90272
96020-260,-31.74459
76804-110,-8.7679
69095-120,-3.03118
13040-000,-22.92874
83501-140,-25.31212
83823-901,-25.65724
08740-250,-23.53704
18103-000,-23.44146
09190-210,-23.67177
01016-040,-23.54863
01307-001,-23.55294
02071-010,-23.50629
13105-500,-22.8798
13454-178,-22.74583
13180-000,-22.82326
02341-000,-23.46883
20230-070,-22.90982
71625-203,-15.84416
12010-080,-23.0241
01318-000,-23.56433
09290-730,-23.64735
09751-250,-23.69295
12224-480,-23.16772
01503-001,-23.55934
20520-090,-22.92472
13070-001,-22.89211
13163-004,-22.57843
13500-270,-22.41314
05413-010,-23.55848
22040-002,-22.96833
93542-000,-29.69716
87111-220,-23.43392
06086-055,-23.53585
30320-570,-19.97569
30455-610,-19.96746
03336-000,-23.55331
02013-003,-23.50299
04551-000,-23.59568
07051-000,-23.46468
04723-002,-23.64635
03989-000,-23.61486
24220-002,-22.90211
12235-680,-23.23919
09180-001,-23.68678
81280-270,-25.44199
32340-001,-19.94281
05005-001,-23.53281
03115-020,-23.56205
14075-260,-21.14761
14050-040,-21.2676
14055-630,-21.1459
13209-430,-23.1754
07901-085,-23.28003
03143-000,-23.58964
22640-000,-23.00716
84025-000,-25.09378
09913-000,-23.6847
01452-924,-23.57914
11013-151,-23.93585
02235-001,-23.47653
13084-008,-22.81507
15801-280,-21.13754
74560-478,-16.73255
69400-904,-3.2799
25586-140,-22.79045
83408-010,-25.37288
82600-000,-25.38715
13480-074,-22.57064
09370-670,-23.67212
88817-600,-28.6773
35500-008,-20.14355
69065-080,-3.12876
19900-041,-22.97879
06436-000,-23.50412
56304-920,-9.38631
14810-256,-21.78039
14170-160,-21.14276
04010-200,-23.5912
04089-001,-23.60669
13344-610,-23.10833
81170-150,-25.51403
74805-100,-16.69161
72545-200,-16.00579
71070-082,-15.84361
40725-580,-12.865
09601-000,-23.67335
08673-020,-23.54156
